dataset_id,dataset_name,fold,estimator,n_train,n_test,n_original_features,accuracy,f1,auroc,fit_time,predict_time
14,Breast Cancer,1,RandomFuzzyRules__max_literal_repetitions__1,257,29,9,0.7931034482758621,0.4,0.625,0.06184470001608133,0.00038079998921602964
14,Breast Cancer,1,RandomFuzzyRules__max_literal_repetitions__2,257,29,9,0.7931034482758621,0.4,0.6875,0.05470099998638034,0.00031130004208534956
14,Breast Cancer,1,RandomFuzzyRules__max_literal_repetitions__3,257,29,9,0.7586206896551724,0.36363636363636365,0.6607142857142857,0.05776340002194047,0.0003170999698340893
14,Breast Cancer,2,RandomFuzzyRules__max_literal_repetitions__1,257,29,9,0.7241379310344828,0.19999999999999998,0.5555555555555556,0.05554209998808801,0.00033110007643699646
14,Breast Cancer,2,RandomFuzzyRules__max_literal_repetitions__2,257,29,9,0.6896551724137931,0.0,0.5055555555555555,0.05747260001953691,0.00032300001475960016
14,Breast Cancer,2,RandomFuzzyRules__max_literal_repetitions__3,257,29,9,0.6896551724137931,0.0,0.5055555555555555,0.05776190001051873,0.0003135999431833625
14,Breast Cancer,3,RandomFuzzyRules__max_literal_repetitions__1,257,29,9,0.7931034482758621,0.5714285714285714,0.6972222222222222,0.05786089994944632,0.000341600039973855
14,Breast Cancer,3,RandomFuzzyRules__max_literal_repetitions__2,257,29,9,0.7931034482758621,0.5714285714285714,0.7083333333333334,0.06029529997613281,0.00024480000138282776
14,Breast Cancer,3,RandomFuzzyRules__max_literal_repetitions__3,257,29,9,0.7931034482758621,0.5714285714285714,0.7083333333333334,0.06091190001461655,0.0003312999615445733
14,Breast Cancer,4,RandomFuzzyRules__max_literal_repetitions__1,257,29,9,0.7586206896551724,0.46153846153846156,0.6416666666666666,0.056346100056543946,0.00023419992066919804
14,Breast Cancer,4,RandomFuzzyRules__max_literal_repetitions__2,257,29,9,0.7241379310344828,0.3333333333333333,0.5861111111111111,0.05715699994470924,0.00030640000477433205
14,Breast Cancer,4,RandomFuzzyRules__max_literal_repetitions__3,257,29,9,0.7241379310344828,0.3333333333333333,0.5861111111111111,0.07574190001469105,0.0003306999569758773
14,Breast Cancer,5,RandomFuzzyRules__max_literal_repetitions__1,257,29,9,0.6206896551724138,0.0,0.45,0.05779889994300902,0.0003261000383645296
14,Breast Cancer,5,RandomFuzzyRules__max_literal_repetitions__2,257,29,9,0.6206896551724138,0.0,0.45,0.05675300001166761,0.0003132999408990145
14,Breast Cancer,5,RandomFuzzyRules__max_literal_repetitions__3,257,29,9,0.6206896551724138,0.0,0.45,0.05749130004551262,0.00034829997457563877
14,Breast Cancer,6,RandomFuzzyRules__max_literal_repetitions__1,257,29,9,0.7241379310344828,0.3333333333333333,0.5861111111111111,0.054412700003013015,0.00032299989834427834
14,Breast Cancer,6,RandomFuzzyRules__max_literal_repetitions__2,257,29,9,0.7241379310344828,0.3333333333333333,0.5861111111111111,0.05680470005609095,0.0003138999454677105
14,Breast Cancer,6,RandomFuzzyRules__max_literal_repetitions__3,257,29,9,0.7241379310344828,0.3333333333333333,0.5861111111111111,0.0568595000077039,0.00033650000113993883
14,Breast Cancer,7,RandomFuzzyRules__max_literal_repetitions__1,258,28,9,0.8214285714285714,0.6153846153846154,0.7249999999999999,0.0563813999760896,0.00034140003845095634
14,Breast Cancer,7,RandomFuzzyRules__max_literal_repetitions__2,258,28,9,0.8214285714285714,0.6153846153846154,0.7249999999999999,0.05719630001112819,0.0003160000778734684
14,Breast Cancer,7,RandomFuzzyRules__max_literal_repetitions__3,258,28,9,0.8214285714285714,0.6153846153846154,0.7249999999999999,0.058027700055390596,0.00034719996619969606
14,Breast Cancer,8,RandomFuzzyRules__max_literal_repetitions__1,258,28,9,0.7142857142857143,0.2,0.5375,0.056691400008276105,0.0002736999886110425
14,Breast Cancer,8,RandomFuzzyRules__max_literal_repetitions__2,258,28,9,0.7142857142857143,0.2,0.5375,0.05897699994966388,0.0002973000518977642
14,Breast Cancer,8,RandomFuzzyRules__max_literal_repetitions__3,258,28,9,0.7142857142857143,0.2,0.5375,0.061524299904704094,0.00031780009157955647
14,Breast Cancer,9,RandomFuzzyRules__max_literal_repetitions__1,258,28,9,0.8214285714285714,0.5454545454545454,0.6875,0.05586079997010529,0.00032870005816221237
14,Breast Cancer,9,RandomFuzzyRules__max_literal_repetitions__2,258,28,9,0.75,0.4615384615384615,0.678125,0.05691229994408786,0.0003065000055357814
14,Breast Cancer,9,RandomFuzzyRules__max_literal_repetitions__3,258,28,9,0.75,0.4615384615384615,0.678125,0.05743329995311797,0.000318799982778728
14,Breast Cancer,10,RandomFuzzyRules__max_literal_repetitions__1,258,28,9,0.7142857142857143,0.5,0.6500000000000001,0.05579140002373606,0.0003255000337958336
14,Breast Cancer,10,RandomFuzzyRules__max_literal_repetitions__2,258,28,9,0.7142857142857143,0.5,0.6500000000000001,0.0663351999828592,0.0003185000969097018
14,Breast Cancer,10,RandomFuzzyRules__max_literal_repetitions__3,258,28,9,0.7142857142857143,0.5,0.6500000000000001,0.057249899953603745,0.0003192999865859747
15,Breast Cancer Wisconsin (Original),1,RandomFuzzyRules__max_literal_repetitions__1,629,70,9,0.9428571428571428,0.9130434782608695,0.9868659420289856,0.08870720001868904,0.0003656999906525016
15,Breast Cancer Wisconsin (Original),1,RandomFuzzyRules__max_literal_repetitions__2,629,70,9,0.9571428571428572,0.9361702127659574,0.9909420289855072,0.08094000001437962,0.0003431999357417226
15,Breast Cancer Wisconsin (Original),1,RandomFuzzyRules__max_literal_repetitions__3,629,70,9,0.9857142857142858,0.9795918367346939,0.9791666666666666,0.08274560002610087,0.00031669996678829193
15,Breast Cancer Wisconsin (Original),2,RandomFuzzyRules__max_literal_repetitions__1,629,70,9,0.9857142857142858,0.9787234042553191,1.0,0.08405199996195734,0.0003220000071451068
15,Breast Cancer Wisconsin (Original),2,RandomFuzzyRules__max_literal_repetitions__2,629,70,9,0.9428571428571428,0.9090909090909091,0.9918478260869565,0.07931820000521839,0.00032979995012283325
15,Breast Cancer Wisconsin (Original),2,RandomFuzzyRules__max_literal_repetitions__3,629,70,9,0.9857142857142858,0.9787234042553191,0.9981884057971014,0.08164039999246597,0.00032760004978626966
15,Breast Cancer Wisconsin (Original),3,RandomFuzzyRules__max_literal_repetitions__1,629,70,9,0.9428571428571428,0.9166666666666666,0.9895833333333334,0.09908000007271767,0.00032679992727935314
15,Breast Cancer Wisconsin (Original),3,RandomFuzzyRules__max_literal_repetitions__2,629,70,9,0.9571428571428572,0.9361702127659574,0.9882246376811594,0.08275219995994121,0.00032570003531873226
15,Breast Cancer Wisconsin (Original),3,RandomFuzzyRules__max_literal_repetitions__3,629,70,9,0.9571428571428572,0.9387755102040817,0.9873188405797102,0.08181390003301203,0.0003195999888703227
15,Breast Cancer Wisconsin (Original),4,RandomFuzzyRules__max_literal_repetitions__1,629,70,9,0.9428571428571428,0.923076923076923,0.9941123188405798,0.09540109999943525,0.00032409990672022104
15,Breast Cancer Wisconsin (Original),4,RandomFuzzyRules__max_literal_repetitions__2,629,70,9,0.9285714285714286,0.9056603773584906,0.9927536231884058,0.08918010001070797,0.00032600003760308027
15,Breast Cancer Wisconsin (Original),4,RandomFuzzyRules__max_literal_repetitions__3,629,70,9,0.9428571428571428,0.923076923076923,0.9981884057971014,0.08314700005576015,0.00034549995325505733
15,Breast Cancer Wisconsin (Original),5,RandomFuzzyRules__max_literal_repetitions__1,629,70,9,0.9285714285714286,0.8979591836734694,0.9664855072463768,0.10723539988975972,0.0003269000444561243
15,Breast Cancer Wisconsin (Original),5,RandomFuzzyRules__max_literal_repetitions__2,629,70,9,0.9571428571428572,0.9387755102040817,0.9873188405797102,0.0823714000871405,0.00032950006425380707
15,Breast Cancer Wisconsin (Original),5,RandomFuzzyRules__max_literal_repetitions__3,629,70,9,0.9285714285714286,0.8979591836734694,0.9678442028985508,0.07929550006520003,0.00032890005968511105
15,Breast Cancer Wisconsin (Original),6,RandomFuzzyRules__max_literal_repetitions__1,629,70,9,0.9571428571428572,0.9387755102040817,0.9927536231884058,0.08265720005147159,0.00032160000409930944
15,Breast Cancer Wisconsin (Original),6,RandomFuzzyRules__max_literal_repetitions__2,629,70,9,0.9857142857142858,0.9795918367346939,0.9986413043478262,0.08271500002592802,0.0003378000110387802
