dataset_name,repeat_id,fold_id,fold,n_expected_folds,estimator,n_train,n_test,n_original_features,n_transformed_features,accuracy,balanced_accuracy,auroc,mcc,fit_time,predict_time,n_rules,n_conditions,mean_conditions_per_rule,n_literals,mean_literals_per_rule
thyroid_discordant,1,2,6,30,RFR,2474,1237,26,46,0.9838318512530315,0.5,0.5,0.0,0.004275002051144838,0.00022662710398435593,2,2,1.0,2,1.0
thyroid_discordant,1,2,6,30,GPR,2474,1237,26,46,0.9838318512530315,0.5,0.5,0.0,1.6512270760722458,0.00018929829820990562,6,12,2.0,12,2.0
thyroid_discordant,1,2,6,30,FIGS,2474,1237,26,46,0.9870654810024252,0.6737674609695974,0.790899753492194,0.48948169656286533,0.22158426186069846,0.0021467460319399834,,,,,
thyroid_discordant,1,2,6,30,HSTree,2474,1237,26,46,0.9854486661277284,0.7221240755957272,0.8431799506984388,0.4958702949853658,0.003421042114496231,0.00039683468639850616,,,,,
thyroid_discordant,1,2,6,30,GreedyRuleList,2474,1237,26,46,0.9878738884397736,0.625,0.7838948233360724,0.4969468470884676,0.003324702847748995,0.0007796809077262878,,,,,
thyroid_discordant,1,2,6,30,Dummy,2474,1237,26,46,0.9838318512530315,0.5,0.5,0.0,0.0003255861811339855,0.00019476795569062233,,,,,
thyroid_discordant,2,0,7,30,RFR,2474,1237,26,45,0.9838318512530315,0.4995894909688013,0.4995894909688013,-0.0035525804452572695,0.004325151909142733,0.00022812699899077415,1,1,1.0,1,1.0
thyroid_discordant,2,0,7,30,GPR,2474,1237,26,45,0.98464025869038,0.5,0.5,0.0,1.2816974930465221,0.00015111826360225677,2,2,1.0,2,1.0
thyroid_discordant,2,0,7,30,FIGS,2474,1237,26,45,0.9854486661277284,0.7853685938985395,0.8083354939071817,0.543325615667674,0.20560390269383788,0.0015585622750222683,,,,,
thyroid_discordant,2,0,7,30,HSTree,2474,1237,26,45,0.9870654810024252,0.7602843315184513,0.8762423299628381,0.5498878067215002,0.0049847629852592945,0.0004089558497071266,,,,,
thyroid_discordant,2,0,7,30,GreedyRuleList,2474,1237,26,45,0.9862570735650767,0.6044421398323394,0.7970356926799758,0.3697443529365121,0.0027822894044220448,0.0007763509638607502,,,,,
thyroid_discordant,2,0,7,30,Dummy,2474,1237,26,45,0.98464025869038,0.5,0.5,0.0,0.00032808585092425346,0.00020363787189126015,,,,,
thyroid_discordant,2,1,8,30,RFR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.004420500248670578,0.00021354807540774345,2,2,1.0,2,1.0
thyroid_discordant,2,1,8,30,GPR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,1.6581798833794892,0.00019774818792939186,6,12,2.0,12,2.0
thyroid_discordant,2,1,8,30,FIGS,2474,1237,26,46,0.9878738884397736,0.6570737187797079,0.6041828709705299,0.4819622590065405,0.2022166308015585,0.0008778497576713562,,,,,
thyroid_discordant,2,1,8,30,HSTree,2474,1237,26,46,0.9854486661277284,0.6299369112436263,0.8459078731311036,0.37604735732483163,0.004144042730331421,0.0004069861024618149,,,,,
thyroid_discordant,2,1,8,30,GreedyRuleList,2474,1237,26,46,0.9862570735650767,0.5785368593898539,0.7948967245700458,0.3402455364793604,0.0033936318941414356,0.0007783612236380577,,,,,
thyroid_discordant,2,1,8,30,Dummy,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.0003690747544169426,0.00019842805340886116,,,,,
thyroid_discordant,2,2,9,30,RFR,2474,1237,26,46,0.9838318512530315,0.5,0.5,0.0,0.004996113013476133,0.00022334791719913483,2,2,1.0,2,1.0
thyroid_discordant,2,2,9,30,GPR,2474,1237,26,46,0.9838318512530315,0.5,0.5,0.0,1.6673858729191124,0.00022013718262314796,6,12,2.0,12,2.0
thyroid_discordant,2,2,9,30,FIGS,2474,1237,26,46,0.9862570735650767,0.6487674609695974,0.8396672144617914,0.4415478713369567,0.20545061491429806,0.0021839248947799206,,,,,
thyroid_discordant,2,2,9,30,HSTree,2474,1237,26,46,0.9854486661277284,0.6975349219391948,0.8837304847986852,0.47103905968012916,0.00412555318325758,0.0003987262025475502,,,,,
thyroid_discordant,2,2,9,30,GreedyRuleList,2474,1237,26,46,0.9886822958771221,0.65,0.8804437140509449,0.5445990632784836,0.003400001674890518,0.0008023800328373909,,,,,
thyroid_discordant,2,2,9,30,Dummy,2474,1237,26,46,0.9838318512530315,0.5,0.5,0.0,0.0003316858783364296,0.00019451836124062538,,,,,
thyroid_discordant,3,0,10,30,RFR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.005012033972889185,0.0002358374185860157,2,2,1.0,2,1.0
thyroid_discordant,3,0,10,30,GPR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,1.6567687559872866,0.00018969830125570297,6,12,2.0,12,2.0
thyroid_discordant,3,0,10,30,FIGS,2474,1237,26,46,0.9902991107518189,0.7360210872007605,0.9355500821018062,0.6183575519684316,0.2273652688600123,0.002547050826251507,,,,,
thyroid_discordant,3,0,10,30,HSTree,2474,1237,26,46,0.9894907033144705,0.7615158586120474,0.9360470140869415,0.6080667049767065,0.00416969321668148,0.0003949659876525402,,,,,
thyroid_discordant,3,0,10,30,GreedyRuleList,2474,1237,26,46,0.9886822958771221,0.6574842278109065,0.9308832425892317,0.5163758583287353,0.0034213108010590076,0.0007630707696080208,,,,,
thyroid_discordant,3,0,10,30,Dummy,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.00033835601061582565,0.0001940377987921238,,,,,
thyroid_discordant,3,1,11,30,RFR,2474,1237,26,45,0.9838318512530315,0.4995894909688013,0.16454930429522083,-0.0035525804452572695,0.004455358721315861,0.00021360814571380615,2,2,1.0,2,1.0
thyroid_discordant,3,1,11,30,GPR,2474,1237,26,45,0.98464025869038,0.5,0.5,0.0,1.2804548679850996,0.0001598382368683815,2,2,1.0,2,1.0
thyroid_discordant,3,1,11,30,FIGS,2474,1237,26,45,0.9854486661277284,0.7335580330135684,0.7816524068792672,0.4934246858686326,0.2295053950510919,0.0015028933994472027,,,,,
thyroid_discordant,3,1,11,30,HSTree,2474,1237,26,45,0.9814066289409863,0.7574107683000605,0.7332339469363063,0.45900892476621835,0.004917894955724478,0.00040820473805069923,,,,,
thyroid_discordant,3,1,11,30,GreedyRuleList,2474,1237,26,45,0.9838318512530315,0.7845475758361421,0.8833290121856365,0.5180981827188824,0.003460500854998827,0.0008180607110261917,,,,,
thyroid_discordant,3,1,11,30,Dummy,2474,1237,26,45,0.98464025869038,0.5,0.5,0.0,0.0003344663418829441,0.00020242808386683464,,,,,
thyroid_discordant,3,2,12,30,RFR,2474,1237,26,46,0.9838318512530315,0.5,0.5,0.0,0.004522399045526981,0.00022907694801688194,2,2,1.0,2,1.0
thyroid_discordant,3,2,12,30,GPR,2474,1237,26,46,0.9838318512530315,0.5,0.5,0.0,1.6604531002230942,0.0001935083419084549,6,12,2.0,12,2.0
thyroid_discordant,3,2,12,30,FIGS,2474,1237,26,46,0.9838318512530315,0.6475349219391947,0.7880854560394411,0.37968762838946063,0.2239486980251968,0.0018303291872143745,,,,,
thyroid_discordant,3,2,12,30,HSTree,2474,1237,26,46,0.98464025869038,0.6725349219391947,0.6977608874281019,0.4267808354639042,0.0033752722665667534,0.0004213247448205948,,,,,
thyroid_discordant,3,2,12,30,GreedyRuleList,2474,1237,26,46,0.9838318512530315,0.5491783073130649,0.7754724732949877,0.21850044468106272,0.003145745024085045,0.0007698209956288338,,,,,
thyroid_discordant,3,2,12,30,Dummy,2474,1237,26,46,0.9838318512530315,0.5,0.5,0.0,0.0003348756581544876,0.00019431812688708305,,,,,
thyroid_discordant,4,0,13,30,RFR,2474,1237,26,45,0.9838318512530315,0.4995894909688013,0.4995894909688013,-0.0035525804452572695,0.00456275837495923,0.0002117878757417202,1,1,1.0,1,1.0
thyroid_discordant,4,0,13,30,GPR,2474,1237,26,45,0.98464025869038,0.5,0.5,0.0,1.27724080812186,0.00015044910833239555,2,2,1.0,2,1.0
thyroid_discordant,4,0,13,30,FIGS,2474,1237,26,45,0.9854486661277284,0.7335580330135684,0.8846685679716533,0.4934246858686326,0.225229284260422,0.0018865186721086502,,,,,
thyroid_discordant,4,0,13,30,HSTree,2474,1237,26,45,0.9854486661277284,0.7335580330135684,0.8315400570391496,0.4934246858686326,0.004989523906260729,0.00040166592225432396,,,,,
thyroid_discordant,4,0,13,30,GreedyRuleList,2474,1237,26,45,0.9854486661277284,0.5781263503586552,0.8719643937429781,0.30285700351306843,0.0031186449341475964,0.0007685711607336998,,,,,
thyroid_discordant,4,0,13,30,Dummy,2474,1237,26,45,0.98464025869038,0.5,0.5,0.0,0.00033504609018564224,0.00020623812451958656,,,,,
thyroid_discordant,4,1,14,30,RFR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.0035208198241889477,0.000213508028537035,2,2,1.0,2,1.0
thyroid_discordant,4,1,14,30,GPR,2474,1237,26,46,0.9822150363783346,0.4987684729064039,0.4987684729064039,-0.0061582342364825595,1.6735506188124418,0.00018671760335564613,6,11,1.8333333333333333,11,1.8333333333333333
thyroid_discordant,4,1,14,30,FIGS,2474,1237,26,46,0.9886822958771221,0.8388211909083052,0.7621856365050557,0.645096328354063,0.23226469522342086,0.0025608311407268047,,,,,
thyroid_discordant,4,1,14,30,HSTree,2474,1237,26,46,0.9894907033144705,0.7615158586120474,0.8957523118140178,0.6080667049767065,0.005004703998565674,0.0004023858346045017,,,,,
thyroid_discordant,4,1,14,30,GreedyRuleList,2474,1237,26,46,0.9878738884397736,0.6311684383372224,0.8492567625961456,0.4643603571943659,0.0031124046072363853,0.0008062710985541344,,,,,
thyroid_discordant,4,1,14,30,Dummy,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.00033794669434428215,0.0001941770315170288,,,,,
thyroid_discordant,4,2,15,30,RFR,2474,1237,26,46,0.9838318512530315,0.5,0.5,0.0,0.004530149046331644,0.00023276684805750847,2,2,1.0,2,1.0
thyroid_discordant,4,2,15,30,GPR,2474,1237,26,46,0.9838318512530315,0.5,0.5,0.0,1.6368678850121796,0.00018896814435720444,6,12,2.0,12,2.0
thyroid_discordant,4,2,15,30,FIGS,2474,1237,26,46,0.9830234438156831,0.6963023829087922,0.8141331142152836,0.4253157623378197,0.21408094000071287,0.0022628651931881905,,,,,
thyroid_discordant,4,2,15,30,HSTree,2474,1237,26,46,0.9838318512530315,0.7213023829087921,0.8092851273623665,0.46616350184531385,0.00413276394829154,0.00041539501398801804,,,,,
thyroid_discordant,4,2,15,30,GreedyRuleList,2474,1237,26,46,0.9830234438156831,0.6225349219391947,0.8133114215283485,0.32923696030299526,0.003460570704191923,0.0007915408350527287,,,,,
thyroid_discordant,4,2,15,30,Dummy,2474,1237,26,46,0.9838318512530315,0.5,0.5,0.0,0.0003316556103527546,0.00019724760204553604,,,,,
thyroid_discordant,5,0,16,30,RFR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.0044981492683291435,0.0002147369086742401,2,2,1.0,2,1.0
thyroid_discordant,5,0,16,30,GPR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,1.6506807720288634,0.0001859576441347599,6,12,2.0,12,2.0
thyroid_discordant,5,0,16,30,FIGS,2474,1237,26,46,0.9838318512530315,0.732737014951171,0.6534439547143721,0.46547402990234205,0.21555001428350806,0.001570981927216053,,,,,
thyroid_discordant,5,0,16,30,HSTree,2474,1237,26,46,0.9878738884397736,0.7347895601071645,0.9333030852994555,0.545923734549064,0.004977394361048937,0.000407275278121233,,,,,
thyroid_discordant,5,0,16,30,GreedyRuleList,2474,1237,26,46,0.9878738884397736,0.6570737187797079,0.8535130930775214,0.4819622590065405,0.0031025949865579605,0.0007739611901342869,,,,,
thyroid_discordant,5,0,16,30,Dummy,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.0003429260104894638,0.0001966077834367752,,,,,
thyroid_discordant,5,1,17,30,RFR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.004208521917462349,0.00022765807807445526,2,2,1.0,2,1.0
thyroid_discordant,5,1,17,30,GPR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,1.6549706980586052,0.00018972717225551605,6,12,2.0,12,2.0
thyroid_discordant,5,1,17,30,FIGS,2474,1237,26,46,0.98464025869038,0.7331475239823697,0.857899057989802,0.47887607790966524,0.23113445984199643,0.0022555040195584297,,,,,
thyroid_discordant,5,1,17,30,HSTree,2474,1237,26,46,0.9854486661277284,0.7335580330135684,0.8537291504623628,0.4934246858686326,0.004180963151156902,0.0003941464237868786,,,,,
thyroid_discordant,5,1,17,30,GreedyRuleList,2474,1237,26,46,0.9878738884397736,0.6311684383372224,0.8457350272232305,0.4643603571943659,0.0031117149628698826,0.0007779812440276146,,,,,
thyroid_discordant,5,1,17,30,Dummy,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.00033501675352454185,0.00019498774781823158,,,,,
thyroid_discordant,5,2,18,30,RFR,2474,1237,26,45,0.9830234438156831,0.49958915365653245,0.49958915365653245,-0.003646367805154967,0.004457890056073666,0.00022374698892235756,1,1,1.0,1,1.0
thyroid_discordant,5,2,18,30,GPR,2474,1237,26,45,0.9838318512530315,0.5,0.5,0.0,1.1807409161701798,0.00015323935076594353,2,2,1.0,2,1.0
thyroid_discordant,5,2,18,30,FIGS,2474,1237,26,45,0.9894907033144705,0.7241783073130649,0.7574157764995891,0.6023408127052116,0.23859792575240135,0.002130376175045967,,,,,
thyroid_discordant,5,2,18,30,HSTree,2474,1237,26,45,0.9902991107518189,0.7491783073130649,0.804354971240756,0.6412713634592255,0.003358122892677784,0.0003914949484169483,,,,,
thyroid_discordant,5,2,18,30,GreedyRuleList,2474,1237,26,45,0.9854486661277284,0.55,0.7784921939194741,0.3139148134788441,0.0033923606388270855,0.0007664407603442669,,,,,
thyroid_discordant,5,2,18,30,Dummy,2474,1237,26,45,0.9838318512530315,0.5,0.5,0.0,0.00033027632161974907,0.0002017877995967865,,,,,
thyroid_discordant,6,0,19,30,RFR,2474,1237,26,46,0.9838318512530315,0.4995894909688013,0.1844697951775992,-0.0035525804452572695,0.004611398093402386,0.00022709788754582405,2,2,1.0,2,1.0
thyroid_discordant,6,0,19,30,GPR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,1.6347001320682466,0.00019449694082140923,6,12,2.0,12,2.0
thyroid_discordant,6,0,19,30,FIGS,2474,1237,26,46,0.9870654810024252,0.7343790510759658,0.9143332469103793,0.5267056770865354,0.23215953912585974,0.002195775043219328,,,,,
thyroid_discordant,6,0,19,30,HSTree,2474,1237,26,46,0.9886822958771221,0.7611053495808486,0.8676432460461498,0.5867660497410381,0.004032825119793415,0.00039477506652474403,,,,,
thyroid_discordant,6,0,19,30,GreedyRuleList,2474,1237,26,46,0.9838318512530315,0.629115893181229,0.9104010025062657,0.33827395922403397,0.003493419848382473,0.0007907310500741005,,,,,
thyroid_discordant,6,0,19,30,Dummy,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.00033175572752952576,0.00019432790577411652,,,,,
thyroid_discordant,6,1,20,30,RFR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.004182762932032347,0.0002183769829571247,2,2,1.0,2,1.0
thyroid_discordant,6,1,20,30,GPR,2474,1237,26,46,0.9822150363783346,0.4987684729064039,0.4987684729064039,-0.0061582342364825595,1.6791544049046934,0.00018225796520709991,6,9,1.5,10,1.6666666666666667
thyroid_discordant,6,1,20,30,FIGS,2474,1237,26,46,0.9814066289409863,0.5501685247601763,0.7416601849451215,0.15393622632918666,0.23053016792982817,0.002108215820044279,,,,,
thyroid_discordant,6,1,20,30,HSTree,2474,1237,26,46,0.978981406628941,0.6266528389940368,0.8453461239305159,0.2675722024571623,0.004215083085000515,0.00040393508970737457,,,,,
thyroid_discordant,6,1,20,30,GreedyRuleList,2474,1237,26,46,0.9838318512530315,0.5254947714112869,0.8383674704001383,0.1274862526149021,0.0031295851804316044,0.000774310901761055,,,,,
thyroid_discordant,6,1,20,30,Dummy,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.00032764580100774765,0.000238737091422081,,,,,
thyroid_discordant,6,2,21,30,RFR,2474,1237,26,45,0.9830234438156831,0.49958915365653245,0.49958915365653245,-0.003646367805154967,0.004297142382711172,0.00022118724882602692,1,1,1.0,1,1.0
thyroid_discordant,6,2,21,30,GPR,2474,1237,26,45,0.9838318512530315,0.5,0.5,0.0,1.2509319828823209,0.00016003893688321114,2,2,1.0,2,1.0
thyroid_discordant,6,2,21,30,FIGS,2474,1237,26,45,0.9870654810024252,0.6737674609695974,0.7903861955628595,0.48948169656286533,0.23536750301718712,0.0024999920278787613,,,,,
thyroid_discordant,6,2,21,30,HSTree,2474,1237,26,45,0.9854486661277284,0.6729457682826623,0.8493837304847986,0.44508356215690187,0.004836866166442633,0.0003913361579179764,,,,,
thyroid_discordant,6,2,21,30,GreedyRuleList,2474,1237,26,45,0.9838318512530315,0.6475349219391947,0.8356614626129828,0.37968762838946063,0.0034608510322868824,0.0007919510826468468,,,,,
thyroid_discordant,6,2,21,30,Dummy,2474,1237,26,45,0.9838318512530315,0.5,0.5,0.0,0.0003386959433555603,0.00019818777218461037,,,,,
thyroid_discordant,7,0,22,30,RFR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.004737576935440302,0.0002165166661143303,2,2,1.0,2,1.0
thyroid_discordant,7,0,22,30,GPR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,1.6618964648805559,0.00022342707961797714,6,12,2.0,12,2.0
thyroid_discordant,7,0,22,30,FIGS,2474,1237,26,46,0.9838318512530315,0.6809264540662,0.9077867081496844,0.4065849317775302,0.21912737702950835,0.00220512505620718,,,,,
thyroid_discordant,7,0,22,30,HSTree,2474,1237,26,46,0.98464025869038,0.7331475239823697,0.9298677728804772,0.47887607790966524,0.004981413949280977,0.00039170635864138603,,,,,
thyroid_discordant,7,0,22,30,GreedyRuleList,2474,1237,26,46,0.9878738884397736,0.6311684383372224,0.9041353383458648,0.4643603571943659,0.003151384647935629,0.0007735812105238438,,,,,
thyroid_discordant,7,0,22,30,Dummy,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.0003360663540661335,0.00020204810425639153,,,,,
thyroid_discordant,7,1,23,30,RFR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.004443460144102573,0.00022236723452806473,2,2,1.0,2,1.0
thyroid_discordant,7,1,23,30,GPR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,1.6490087728016078,0.00018143793568015099,6,12,2.0,12,2.0
thyroid_discordant,7,1,23,30,FIGS,2474,1237,26,46,0.9902991107518189,0.761926367643246,0.7336876674444732,0.6317529455256826,0.23346818564459682,0.0022596949711441994,,,,,
thyroid_discordant,7,1,23,30,HSTree,2474,1237,26,46,0.9870654810024252,0.7084737706334803,0.8797640653357531,0.502828027004645,0.0049851736985147,0.0004016850143671036,,,,,
thyroid_discordant,7,1,23,30,GreedyRuleList,2474,1237,26,46,0.9878738884397736,0.6052631578947368,0.874405842191686,0.4560319817682102,0.003421180881559849,0.0007747807539999485,,,,,
thyroid_discordant,7,1,23,30,Dummy,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.00034305592998862267,0.00019768672063946724,,,,,
thyroid_discordant,7,2,24,30,RFR,2474,1237,26,45,0.9830234438156831,0.49958915365653245,0.49958915365653245,-0.003646367805154967,0.004372589755803347,0.0002176179550588131,1,1,1.0,1,1.0
thyroid_discordant,7,2,24,30,GPR,2474,1237,26,45,0.9838318512530315,0.5,0.5,0.0,1.293597930110991,0.0001561981625854969,2,2,1.0,2,1.0
thyroid_discordant,7,2,24,30,FIGS,2474,1237,26,45,0.9797898140662894,0.7192481511914544,0.8158586688578472,0.40940482915688853,0.22108968533575535,0.0012743459083139896,,,,,
thyroid_discordant,7,2,24,30,HSTree,2474,1237,26,45,0.9814066289409863,0.7446589975349219,0.8072103533278554,0.4568548220049229,0.0033767931163311005,0.000397335272282362,,,,,
thyroid_discordant,7,2,24,30,GreedyRuleList,2474,1237,26,45,0.98464025869038,0.5495891536565325,0.7987674609695974,0.25430726758437067,0.002792788203805685,0.0007748720236122608,,,,,
thyroid_discordant,7,2,24,30,Dummy,2474,1237,26,45,0.9838318512530315,0.5,0.5,0.0,0.00033758580684661865,0.00019526807591319084,,,,,
thyroid_discordant,8,0,25,30,RFR,2474,1237,26,45,0.9838318512530315,0.4995894909688013,0.4995894909688013,-0.0035525804452572695,0.004484538920223713,0.0002104467712342739,1,1,1.0,1,1.0
thyroid_discordant,8,0,25,30,GPR,2474,1237,26,45,0.98464025869038,0.5,0.5,0.0,1.2784769018180668,0.0001557581126689911,2,2,1.0,2,1.0
thyroid_discordant,8,0,25,30,FIGS,2474,1237,26,45,0.9870654810024252,0.6825684901909947,0.7826678765880217,0.47831575559623274,0.22463791584596038,0.002224115189164877,,,,,
thyroid_discordant,8,0,25,30,HSTree,2474,1237,26,45,0.9886822958771221,0.7611053495808486,0.8349969751966121,0.5867660497410381,0.004908825270831585,0.00039815623313188553,,,,,
thyroid_discordant,8,0,25,30,GreedyRuleList,2474,1237,26,45,0.9878738884397736,0.6311684383372224,0.8250151240169388,0.4643603571943659,0.003103606402873993,0.0007703821174800396,,,,,
thyroid_discordant,8,0,25,30,Dummy,2474,1237,26,45,0.98464025869038,0.5,0.5,0.0,0.00034095626324415207,0.00019754795357584953,,,,,
thyroid_discordant,8,1,26,30,RFR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.004530498757958412,0.00021522678434848785,2,2,1.0,2,1.0
thyroid_discordant,8,1,26,30,GPR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,1.6525746998377144,0.00022505829110741615,6,12,2.0,12,2.0
thyroid_discordant,8,1,26,30,FIGS,2474,1237,26,46,0.9870654810024252,0.6048526488635382,0.6728675136116153,0.4064615702568919,0.22228848189115524,0.0024999319575726986,,,,,
thyroid_discordant,8,1,26,30,HSTree,2474,1237,26,46,0.9878738884397736,0.6570737187797079,0.8736712470832253,0.4819622590065405,0.004160053096711636,0.0004133656620979309,,,,,
thyroid_discordant,8,1,26,30,GreedyRuleList,2474,1237,26,46,0.9878738884397736,0.6052631578947368,0.8209316394434363,0.4560319817682102,0.003379782196134329,0.0007716622203588486,,,,,
thyroid_discordant,8,1,26,30,Dummy,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.0003283470869064331,0.00020174728706479073,,,,,
thyroid_discordant,8,2,27,30,RFR,2474,1237,26,46,0.9838318512530315,0.5,0.5,0.0,0.004527359269559383,0.00021786801517009735,2,2,1.0,2,1.0
thyroid_discordant,8,2,27,30,GPR,2474,1237,26,46,0.9838318512530315,0.5,0.5,0.0,1.6577811460010707,0.00018694810569286346,6,12,2.0,12,2.0
thyroid_discordant,8,2,27,30,FIGS,2474,1237,26,46,0.9838318512530315,0.7704806902218571,0.6967337715694331,0.5162107795128236,0.21631481032818556,0.001327464822679758,,,,,
thyroid_discordant,8,2,27,30,HSTree,2474,1237,26,46,0.9822150363783346,0.7450698438783895,0.8614215283483977,0.46771433125146084,0.004133604001253843,0.0004087449051439762,,,,,
thyroid_discordant,8,2,27,30,GreedyRuleList,2474,1237,26,46,0.98464025869038,0.5987674609695974,0.8288414133114215,0.3321257868500785,0.0030637551099061966,0.0007791710086166859,,,,,
thyroid_discordant,8,2,27,30,Dummy,2474,1237,26,46,0.9838318512530315,0.5,0.5,0.0,0.00032303575426340103,0.00019503803923726082,,,,,
thyroid_discordant,9,0,28,30,RFR,2474,1237,26,45,0.9838318512530315,0.4995894909688013,0.4995894909688013,-0.0035525804452572695,0.00468610692769289,0.00021954765543341637,1,1,1.0,1,1.0
thyroid_discordant,9,0,28,30,GPR,2474,1237,26,45,0.98464025869038,0.5,0.5,0.0,1.2675197529606521,0.00015331804752349854,2,2,1.0,2,1.0
thyroid_discordant,9,0,28,30,FIGS,2474,1237,26,45,0.9886822958771221,0.6833895082533921,0.73074928701063,0.5307432605542353,0.22098784800618887,0.0018397988751530647,,,,,
thyroid_discordant,9,0,28,30,HSTree,2474,1237,26,45,0.9886822958771221,0.6574842278109065,0.8813196785066114,0.5163758583287353,0.0034475410357117653,0.00041912589222192764,,,,,
thyroid_discordant,9,0,28,30,GreedyRuleList,2474,1237,26,45,0.9878738884397736,0.6052631578947368,0.7731613516549996,0.4560319817682102,0.00338189210742712,0.000761610921472311,,,,,
thyroid_discordant,9,0,28,30,Dummy,2474,1237,26,45,0.98464025869038,0.5,0.5,0.0,0.00033409567549824715,0.0001947483979165554,,,,,
thyroid_discordant,9,1,29,30,RFR,2474,1237,26,46,0.98464025869038,0.5,0.5,0.0,0.00492477510124445,0.0002140868455171585,2,2,1.0,2,1.0
