study,value,repeat,estimator,n_samples,n_original_features,n_numerical_features,n_categorical_features,n_transformed_features,n_candidates,fit_time,fit_wall_time,status
features,8,4,GPR,1000,8,6,2,14,,0.3785857579205185,0.5898193879984319,ok
features,8,4,FIGS,1000,8,6,2,14,,0.09308485989458859,0.09308485989458859,ok
features,8,4,HSTree,1000,8,6,2,14,,0.0037956160958856344,0.0037956160958856344,ok
features,8,4,GreedyRuleList,1000,8,6,2,14,,0.0035371589474380016,0.0035371589474380016,ok
features,16,0,RFR,1000,16,13,3,25,1000,0.012048840057104826,0.012048840057104826,ok
features,16,0,GPR,1000,16,13,3,25,,0.6402067940216511,0.8529087470378727,ok
features,16,0,FIGS,1000,16,13,3,25,,0.14604602591134608,0.14604602591134608,ok
features,16,0,HSTree,1000,16,13,3,25,,0.0072235960979014635,0.0072235960979014635,ok
features,16,0,GreedyRuleList,1000,16,13,3,25,,0.00504911202006042,0.00504911202006042,ok
features,16,1,RFR,1000,16,13,3,25,1000,0.012057861080393195,0.012057861080393195,ok
features,16,1,GPR,1000,16,13,3,25,,0.7210936560295522,0.9351700819097459,ok
features,16,1,FIGS,1000,16,13,3,25,,0.15149261197075248,0.15149261197075248,ok
features,16,1,HSTree,1000,16,13,3,25,,0.007287575863301754,0.007287575863301754,ok
features,16,1,GreedyRuleList,1000,16,13,3,25,,0.005267729051411152,0.005267729051411152,ok
features,16,2,RFR,1000,16,13,3,25,1000,0.012066460214555264,0.012066460214555264,ok
features,16,2,GPR,1000,16,13,3,25,,0.5370138909202069,0.7494691768661141,ok
features,16,2,FIGS,1000,16,13,3,25,,0.1516347909346223,0.1516347909346223,ok
features,16,2,HSTree,1000,16,13,3,25,,0.0069836589973419905,0.0069836589973419905,ok
features,16,2,GreedyRuleList,1000,16,13,3,25,,0.005013430956751108,0.005013430956751108,ok
features,16,3,RFR,1000,16,13,3,25,1000,0.012058261083438993,0.012058261083438993,ok
features,16,3,GPR,1000,16,13,3,25,,0.5395176820456982,0.7519334089010954,ok
features,16,3,FIGS,1000,16,13,3,25,,0.1358739340212196,0.1358739340212196,ok
features,16,3,HSTree,1000,16,13,3,25,,0.007268665125593543,0.007268665125593543,ok
features,16,3,GreedyRuleList,1000,16,13,3,25,,0.0051217011641711,0.0051217011641711,ok
features,16,4,RFR,1000,16,13,3,25,1000,0.012046509888023138,0.012046509888023138,ok
features,16,4,GPR,1000,16,13,3,25,,0.539616541005671,0.7533479719422758,ok
features,16,4,FIGS,1000,16,13,3,25,,0.15761691215448081,0.15761691215448081,ok
features,16,4,HSTree,1000,16,13,3,25,,0.0069738589227199554,0.0069738589227199554,ok
features,16,4,GreedyRuleList,1000,16,13,3,25,,0.00523713999427855,0.00523713999427855,ok
features,32,0,RFR,1000,32,26,6,50,1000,0.0123211070895195,0.0123211070895195,ok
features,32,0,GPR,1000,32,26,6,50,,0.5466172699816525,0.7598234869074076,ok
features,32,0,FIGS,1000,32,26,6,50,,0.24502173787914217,0.24502173787914217,ok
features,32,0,HSTree,1000,32,26,6,50,,0.012996648903936148,0.012996648903936148,ok
features,32,0,GreedyRuleList,1000,32,26,6,50,,0.007656681118533015,0.007656681118533015,ok
features,32,1,RFR,1000,32,26,6,50,1000,0.012243737932294607,0.012243737932294607,ok
features,32,1,GPR,1000,32,26,6,50,,0.5590313859283924,0.7730400441214442,ok
features,32,1,FIGS,1000,32,26,6,50,,0.24245151807554066,0.24245151807554066,ok
features,32,1,HSTree,1000,32,26,6,50,,0.01387686817906797,0.01387686817906797,ok
features,32,1,GreedyRuleList,1000,32,26,6,50,,0.00829124404117465,0.00829124404117465,ok
features,32,2,RFR,1000,32,26,6,50,1000,0.01232279697433114,0.01232279697433114,ok
features,32,2,GPR,1000,32,26,6,50,,0.5343757229857147,0.7476177089847624,ok
features,32,2,FIGS,1000,32,26,6,50,,0.25143370404839516,0.25143370404839516,ok
features,32,2,HSTree,1000,32,26,6,50,,0.012939859880134463,0.012939859880134463,ok
features,32,2,GreedyRuleList,1000,32,26,6,50,,0.008561340859159827,0.008561340859159827,ok
features,32,3,RFR,1000,32,26,6,50,1000,0.012272147927433252,0.012272147927433252,ok
features,32,3,GPR,1000,32,26,6,50,,0.7282930230721831,0.941816896898672,ok
features,32,3,FIGS,1000,32,26,6,50,,0.2197920309845358,0.2197920309845358,ok
features,32,3,HSTree,1000,32,26,6,50,,0.013218307169154286,0.013218307169154286,ok
features,32,3,GreedyRuleList,1000,32,26,6,50,,0.008041176944971085,0.008041176944971085,ok
features,32,4,RFR,1000,32,26,6,50,1000,0.012327546952292323,0.012327546952292323,ok
features,32,4,GPR,1000,32,26,6,50,,0.5117967540863901,0.7250312010291964,ok
features,32,4,FIGS,1000,32,26,6,50,,0.24546120315790176,0.24546120315790176,ok
features,32,4,HSTree,1000,32,26,6,50,,0.013375815004110336,0.013375815004110336,ok
features,32,4,GreedyRuleList,1000,32,26,6,50,,0.00789156905375421,0.00789156905375421,ok
features,64,0,RFR,1000,64,51,13,103,1000,0.012495554983615875,0.012495554983615875,ok
features,64,0,GPR,1000,64,51,13,103,,0.5087033200543374,0.7219461370259523,ok
features,64,0,FIGS,1000,64,51,13,103,,0.38811474898830056,0.38811474898830056,ok
features,64,0,HSTree,1000,64,51,13,103,,0.025036670034751296,0.025036670034751296,ok
features,64,0,GreedyRuleList,1000,64,51,13,103,,0.013042208971455693,0.013042208971455693,ok
features,64,1,RFR,1000,64,51,13,103,1000,0.012479925062507391,0.012479925062507391,ok
features,64,1,GPR,1000,64,51,13,103,,0.28370762011036277,0.497026126133278,ok
features,64,1,FIGS,1000,64,51,13,103,,0.3999028929974884,0.3999028929974884,ok
features,64,1,HSTree,1000,64,51,13,103,,0.023894432932138443,0.023894432932138443,ok
features,64,1,GreedyRuleList,1000,64,51,13,103,,0.01362536195665598,0.01362536195665598,ok
features,64,2,RFR,1000,64,51,13,103,1000,0.012518614996224642,0.012518614996224642,ok
features,64,2,GPR,1000,64,51,13,103,,0.39442112506367266,0.6072819971013814,ok
features,64,2,FIGS,1000,64,51,13,103,,0.39362636487931013,0.39362636487931013,ok
features,64,2,HSTree,1000,64,51,13,103,,0.02471980405971408,0.02471980405971408,ok
features,64,2,GreedyRuleList,1000,64,51,13,103,,0.014588571153581142,0.014588571153581142,ok
features,64,3,RFR,1000,64,51,13,103,1000,0.012495744973421097,0.012495744973421097,ok
features,64,3,GPR,1000,64,51,13,103,,0.8134179369080812,1.0283695238176733,ok
features,64,3,FIGS,1000,64,51,13,103,,0.4283188828267157,0.4283188828267157,ok
features,64,3,HSTree,1000,64,51,13,103,,0.024734903126955032,0.024734903126955032,ok
features,64,3,GreedyRuleList,1000,64,51,13,103,,0.012604504125192761,0.012604504125192761,ok
features,64,4,RFR,1000,64,51,13,103,1000,0.012533335015177727,0.012533335015177727,ok
features,64,4,GPR,1000,64,51,13,103,,0.5624948658514768,0.7767786919139326,ok
features,64,4,FIGS,1000,64,51,13,103,,0.41070627700537443,0.41070627700537443,ok
features,64,4,HSTree,1000,64,51,13,103,,0.025646342895925045,0.025646342895925045,ok
features,64,4,GreedyRuleList,1000,64,51,13,103,,0.012848439859226346,0.012848439859226346,ok
features,128,0,RFR,1000,128,102,26,206,1000,0.013183556962758303,0.013183556962758303,ok
features,128,0,GPR,1000,128,102,26,206,,0.4824313649442047,0.6979933350812644,ok
features,128,0,FIGS,1000,128,102,26,206,,0.7864142309408635,0.7864142309408635,ok
features,128,0,HSTree,1000,128,102,26,206,,0.04764053784310818,0.04764053784310818,ok
features,128,0,GreedyRuleList,1000,128,102,26,206,,0.02732108300551772,0.02732108300551772,ok
features,128,1,RFR,1000,128,102,26,206,1000,0.013224167050793767,0.013224167050793767,ok
features,128,1,GPR,1000,128,102,26,206,,0.6380033411551267,0.8542000439483672,ok
features,128,1,FIGS,1000,128,102,26,206,,0.7141152787953615,0.7141152787953615,ok
features,128,1,HSTree,1000,128,102,26,206,,0.04826145991683006,0.04826145991683006,ok
features,128,1,GreedyRuleList,1000,128,102,26,206,,0.029517477843910456,0.029517477843910456,ok
features,128,2,RFR,1000,128,102,26,206,1000,0.013151997001841664,0.013151997001841664,ok
features,128,2,GPR,1000,128,102,26,206,,0.5252313399687409,0.7410962560679764,ok
features,128,2,FIGS,1000,128,102,26,206,,0.7346358811482787,0.7346358811482787,ok
features,128,2,HSTree,1000,128,102,26,206,,0.049545364920049906,0.049545364920049906,ok
features,128,2,GreedyRuleList,1000,128,102,26,206,,0.02511027897708118,0.02511027897708118,ok
features,128,3,RFR,1000,128,102,26,206,1000,0.01315803686156869,0.01315803686156869,ok
features,128,3,GPR,1000,128,102,26,206,,0.5362593920435756,0.7521825979929417,ok
features,128,3,FIGS,1000,128,102,26,206,,0.7672136430628598,0.7672136430628598,ok
features,128,3,HSTree,1000,128,102,26,206,,0.04863645602017641,0.04863645602017641,ok
features,128,3,GreedyRuleList,1000,128,102,26,206,,0.025803680066019297,0.025803680066019297,ok
features,128,4,RFR,1000,128,102,26,206,1000,0.013159087160602212,0.013159087160602212,ok
features,128,4,GPR,1000,128,102,26,206,,0.7665972299873829,0.9817956648766994,ok
features,128,4,FIGS,1000,128,102,26,206,,0.8195348179433495,0.8195348179433495,ok
features,128,4,HSTree,1000,128,102,26,206,,0.047866553999483585,0.047866553999483585,ok
features,128,4,GreedyRuleList,1000,128,102,26,206,,0.024300468154251575,0.024300468154251575,ok
features,256,0,RFR,1000,256,205,51,409,1000,0.014493671944364905,0.014493671944364905,ok
features,256,0,GPR,1000,256,205,51,409,,1.047202637186274,1.2653478181455284,ok
features,256,0,FIGS,1000,256,205,51,409,,1.4411709890700877,1.4411709890700877,ok
features,256,0,HSTree,1000,256,205,51,409,,0.09616684494540095,0.09616684494540095,ok
features,256,0,GreedyRuleList,1000,256,205,51,409,,0.0464711410459131,0.0464711410459131,ok
features,256,1,RFR,1000,256,205,51,409,1000,0.014531762106344104,0.014531762106344104,ok
features,256,1,GPR,1000,256,205,51,409,,1.076093152165413,1.293193455087021,ok
features,256,1,FIGS,1000,256,205,51,409,,1.4983497171197087,1.4983497171197087,ok
features,256,1,HSTree,1000,256,205,51,409,,0.09210662194527686,0.09210662194527686,ok
features,256,1,GreedyRuleList,1000,256,205,51,409,,0.04819127102382481,0.04819127102382481,ok
features,256,2,RFR,1000,256,205,51,409,1000,0.014556501060724258,0.014556501060724258,ok
features,256,2,GPR,1000,256,205,51,409,,0.8498592670075595,1.067623411072418,ok
features,256,2,FIGS,1000,256,205,51,409,,1.3958542759064585,1.3958542759064585,ok
features,256,2,HSTree,1000,256,205,51,409,,0.09642007201910019,0.09642007201910019,ok
features,256,2,GreedyRuleList,1000,256,205,51,409,,0.04749902919866145,0.04749902919866145,ok
features,256,3,RFR,1000,256,205,51,409,1000,0.014402372995391488,0.014402372995391488,ok
features,256,3,GPR,1000,256,205,51,409,,1.0040353790391237,1.2212973698042333,ok
features,256,3,FIGS,1000,256,205,51,409,,1.2747850299347192,1.2747850299347192,ok
features,256,3,HSTree,1000,256,205,51,409,,0.09766858699731529,0.09766858699731529,ok
features,256,3,GreedyRuleList,1000,256,205,51,409,,0.03421215293928981,0.03421215293928981,ok
features,256,4,RFR,1000,256,205,51,409,1000,0.014615339925512671,0.014615339925512671,ok
features,256,4,GPR,1000,256,205,51,409,,1.029705052031204,1.2464778579305857,ok
features,256,4,FIGS,1000,256,205,51,409,,1.3953544721007347,1.3953544721007347,ok
features,256,4,HSTree,1000,256,205,51,409,,0.09421657701022923,0.09421657701022923,ok
features,256,4,GreedyRuleList,1000,256,205,51,409,,0.049839822109788656,0.049839822109788656,ok
features,512,0,RFR,1000,512,410,102,818,1000,0.016344440868124366,0.016344440868124366,ok
features,512,0,GPR,1000,512,410,102,818,,0.7459512010682374,0.9659998610150069,ok
features,512,0,FIGS,1000,512,410,102,818,,2.698733921861276,2.698733921861276,ok
features,512,0,HSTree,1000,512,410,102,818,,0.1939321612007916,0.1939321612007916,ok
features,512,0,GreedyRuleList,1000,512,410,102,818,,0.07654974306933582,0.07654974306933582,ok
features,512,1,RFR,1000,512,410,102,818,1000,0.016389669850468636,0.016389669850468636,ok
features,512,1,GPR,1000,512,410,102,818,,0.23646924900822341,0.4562332609202713,ok
features,512,1,FIGS,1000,512,410,102,818,,2.95154848205857,2.95154848205857,ok
features,512,1,HSTree,1000,512,410,102,818,,0.17701923800632358,0.17701923800632358,ok
features,512,1,GreedyRuleList,1000,512,410,102,818,,0.10526831890456378,0.10526831890456378,ok
features,512,2,RFR,1000,512,410,102,818,1000,0.014709078939631581,0.014709078939631581,ok
features,512,2,GPR,1000,512,410,102,818,,0.6464809260796756,0.8655224260874093,ok
features,512,2,FIGS,1000,512,410,102,818,,2.86303681996651,2.86303681996651,ok
features,512,2,HSTree,1000,512,410,102,818,,0.1853253620211035,0.1853253620211035,ok
features,512,2,GreedyRuleList,1000,512,410,102,818,,0.08832740597426891,0.08832740597426891,ok
features,512,3,RFR,1000,512,410,102,818,1000,0.015463250922039151,0.015463250922039151,ok
features,512,3,GPR,1000,512,410,102,818,,0.8095337059348822,1.0281030719634145,ok
features,512,3,FIGS,1000,512,410,102,818,,2.7801633330527693,2.7801633330527693,ok
features,512,3,HSTree,1000,512,410,102,818,,0.17749177291989326,0.17749177291989326,ok
features,512,3,GreedyRuleList,1000,512,410,102,818,,0.09395574079826474,0.09395574079826474,ok
features,512,4,RFR,1000,512,410,102,818,1000,0.015046144835650921,0.015046144835650921,ok
features,512,4,GPR,1000,512,410,102,818,,0.6521854600869119,0.8706494171638042,ok
features,512,4,FIGS,1000,512,410,102,818,,2.651044650003314,2.651044650003314,ok
features,512,4,HSTree,1000,512,410,102,818,,0.18450202094390988,0.18450202094390988,ok
features,512,4,GreedyRuleList,1000,512,410,102,818,,0.09600524697452784,0.09600524697452784,ok
features,1024,0,RFR,1000,1024,819,205,1639,1000,0.021493240958079696,0.021493240958079696,ok
features,1024,0,GPR,1000,1024,819,205,1639,,0.24404345103539526,0.4691450521349907,ok
features,1024,0,FIGS,1000,1024,819,205,1639,,5.966045487904921,5.966045487904921,ok
features,1024,0,HSTree,1000,1024,819,205,1639,,0.36239440995268524,0.36239440995268524,ok
features,1024,0,GreedyRuleList,1000,1024,819,205,1639,,0.19520722702145576,0.19520722702145576,ok
features,1024,1,RFR,1000,1024,819,205,1639,1000,0.019727361854165792,0.019727361854165792,ok
features,1024,1,GPR,1000,1024,819,205,1639,,0.4733805828727782,0.6972667388617992,ok
features,1024,1,FIGS,1000,1024,819,205,1639,,5.300412517040968,5.300412517040968,ok
features,1024,1,HSTree,1000,1024,819,205,1639,,0.38900016085244715,0.38900016085244715,ok
features,1024,1,GreedyRuleList,1000,1024,819,205,1639,,0.19371053506620228,0.19371053506620228,ok
features,1024,2,RFR,1000,1024,819,205,1639,1000,0.019364746054634452,0.019364746054634452,ok
features,1024,2,GPR,1000,1024,819,205,1639,,0.40399367781355977,0.6308746479917318,ok
features,1024,2,FIGS,1000,1024,819,205,1639,,4.775872298981994,4.775872298981994,ok
features,1024,2,HSTree,1000,1024,819,205,1639,,0.3967241230420768,0.3967241230420768,ok
features,1024,2,GreedyRuleList,1000,1024,819,205,1639,,0.18067369610071182,0.18067369610071182,ok
features,1024,3,RFR,1000,1024,819,205,1639,1000,0.01827900786884129,0.01827900786884129,ok
features,1024,3,GPR,1000,1024,819,205,1639,,0.6808833780232817,0.9057107230182737,ok
features,1024,3,FIGS,1000,1024,819,205,1639,,5.256562450900674,5.256562450900674,ok
features,1024,3,HSTree,1000,1024,819,205,1639,,0.37561201700009406,0.37561201700009406,ok
features,1024,3,GreedyRuleList,1000,1024,819,205,1639,,0.1908978980500251,0.1908978980500251,ok
features,1024,4,RFR,1000,1024,819,205,1639,1000,0.018392755882814527,0.018392755882814527,ok
features,1024,4,GPR,1000,1024,819,205,1639,,0.3442151411436498,0.5695569191593677,ok
features,1024,4,FIGS,1000,1024,819,205,1639,,5.395169659052044,5.395169659052044,ok
features,1024,4,HSTree,1000,1024,819,205,1639,,0.41404234198853374,0.41404234198853374,ok
features,1024,4,GreedyRuleList,1000,1024,819,205,1639,,0.21719136298634112,0.21719136298634112,ok
candidates,1000,0,RFR,1000,70,60,10,100,1000,0.012964910129085183,0.012964910129085183,ok
candidates,1000,1,RFR,1000,70,60,10,100,1000,0.013118508039042354,0.013118508039042354,ok
candidates,1000,2,RFR,1000,70,60,10,100,1000,0.012947360053658485,0.012947360053658485,ok
candidates,1000,3,RFR,1000,70,60,10,100,1000,0.012921739835292101,0.012921739835292101,ok
candidates,1000,4,RFR,1000,70,60,10,100,1000,0.012883869931101799,0.012883869931101799,ok
candidates,5000,0,RFR,1000,70,60,10,100,5000,0.06398057797923684,0.06398057797923684,ok
candidates,5000,1,RFR,1000,70,60,10,100,5000,0.06390495994128287,0.06390495994128287,ok
candidates,5000,2,RFR,1000,70,60,10,100,5000,0.06411917693912983,0.06411917693912983,ok
candidates,5000,3,RFR,1000,70,60,10,100,5000,0.06372564099729061,0.06372564099729061,ok
candidates,5000,4,RFR,1000,70,60,10,100,5000,0.06386763998307288,0.06386763998307288,ok
candidates,10000,0,RFR,1000,70,60,10,100,10000,0.12863338901661336,0.12863338901661336,ok
candidates,10000,1,RFR,1000,70,60,10,100,10000,0.12858444009907544,0.12858444009907544,ok
candidates,10000,2,RFR,1000,70,60,10,100,10000,0.1285730400122702,0.1285730400122702,ok
candidates,10000,3,RFR,1000,70,60,10,100,10000,0.1284169820137322,0.1284169820137322,ok
candidates,10000,4,RFR,1000,70,60,10,100,10000,0.12840523198246956,0.12840523198246956,ok
candidates,25000,0,RFR,1000,70,60,10,100,25000,0.3241726439446211,0.3241726439446211,ok
candidates,25000,1,RFR,1000,70,60,10,100,25000,0.32543251919560134,0.32543251919560134,ok
candidates,25000,2,RFR,1000,70,60,10,100,25000,0.3241449138149619,0.3241449138149619,ok
candidates,25000,3,RFR,1000,70,60,10,100,25000,0.3235120209865272,0.3235120209865272,ok
candidates,25000,4,RFR,1000,70,60,10,100,25000,0.32352642086334527,0.32352642086334527,ok
candidates,50000,0,RFR,1000,70,60,10,100,50000,0.6571471460629255,0.6571471460629255,ok
candidates,50000,1,RFR,1000,70,60,10,100,50000,0.6545716850087047,0.6545716850087047,ok
candidates,50000,2,RFR,1000,70,60,10,100,50000,0.6559199700132012,0.6559199700132012,ok
candidates,50000,3,RFR,1000,70,60,10,100,50000,0.655692933127284,0.655692933127284,ok
candidates,50000,4,RFR,1000,70,60,10,100,50000,0.6548396130092442,0.6548396130092442,ok
candidates,100000,0,RFR,1000,70,60,10,100,100000,1.2417700008954853,1.2417700008954853,ok
candidates,100000,1,RFR,1000,70,60,10,100,100000,1.239456889219582,1.239456889219582,ok
candidates,100000,2,RFR,1000,70,60,10,100,100000,1.2394984192214906,1.2394984192214906,ok
candidates,100000,3,RFR,1000,70,60,10,100,100000,1.2381073038559407,1.2381073038559407,ok
candidates,100000,4,RFR,1000,70,60,10,100,100000,1.2408236740157008,1.2408236740157008,ok
