study,value,repeat,estimator,n_samples,n_original_features,n_numerical_features,n_categorical_features,n_transformed_features,n_candidates,fit_time,fit_wall_time,status
samples,65536,3,RFR,65536,70,60,10,100,10000,25.332799799999975,25.332799799999975,ok
samples,65536,3,GPR,65536,70,60,10,100,,12.824412699999812,13.651190099999894,ok
samples,65536,3,FIGS,65536,70,60,10,100,,45.873113600000124,45.873113600000124,ok
samples,65536,3,RuleFit,65536,70,60,10,100,,57.95054470000014,57.95054470000014,ok
samples,65536,3,HSTree,65536,70,60,10,100,,2.885581500000171,2.885581500000171,ok
samples,65536,3,GreedyRuleList,65536,70,60,10,100,,1.2197931000000608,1.2197931000000608,ok
samples,65536,4,RFR,65536,70,60,10,100,10000,25.425640999999814,25.425640999999814,ok
samples,65536,4,GPR,65536,70,60,10,100,,13.084558300000026,13.984176499999649,ok
samples,65536,4,FIGS,65536,70,60,10,100,,46.89807860000019,46.89807860000019,ok
samples,65536,4,RuleFit,65536,70,60,10,100,,54.33583940000017,54.33583940000017,ok
samples,65536,4,HSTree,65536,70,60,10,100,,2.9693701999999575,2.9693701999999575,ok
samples,65536,4,GreedyRuleList,65536,70,60,10,100,,1.2466711999995823,1.2466711999995823,ok
features,4,0,RFR,1000,4,3,1,7,10000,0.07901379999975688,0.07901379999975688,ok
features,4,0,GPR,1000,4,3,1,7,,1.027520099999947,1.735118500000226,ok
features,4,0,FIGS,1000,4,3,1,7,,0.0794648999999481,0.0794648999999481,ok
features,4,0,RuleFit,1000,4,3,1,7,,2.0712501000002703,2.0712501000002703,ok
features,4,0,HSTree,1000,4,3,1,7,,0.0035903000002690533,0.0035903000002690533,ok
features,4,0,GreedyRuleList,1000,4,3,1,7,,0.005296599999837781,0.005296599999837781,ok
features,4,1,RFR,1000,4,3,1,7,10000,0.07570850000001883,0.07570850000001883,ok
features,4,1,GPR,1000,4,3,1,7,,1.069970099999864,1.9062340000000404,ok
features,4,1,FIGS,1000,4,3,1,7,,0.0881611999998313,0.0881611999998313,ok
features,4,1,RuleFit,1000,4,3,1,7,,2.0836874999999964,2.0836874999999964,ok
features,4,1,HSTree,1000,4,3,1,7,,0.0038780000004408066,0.0038780000004408066,ok
features,4,1,GreedyRuleList,1000,4,3,1,7,,0.005018599999857543,0.005018599999857543,ok
features,4,2,RFR,1000,4,3,1,7,10000,0.07588740000028338,0.07588740000028338,ok
features,4,2,GPR,1000,4,3,1,7,,1.0543665000000146,1.7235527000002548,ok
features,4,2,FIGS,1000,4,3,1,7,,0.0906820999998672,0.0906820999998672,ok
features,4,2,RuleFit,1000,4,3,1,7,,2.3760913999999502,2.3760913999999502,ok
features,4,2,HSTree,1000,4,3,1,7,,0.003855299999941053,0.003855299999941053,ok
features,4,2,GreedyRuleList,1000,4,3,1,7,,0.005026199999974779,0.005026199999974779,ok
features,4,3,RFR,1000,4,3,1,7,10000,0.07920889999968495,0.07920889999968495,ok
features,4,3,GPR,1000,4,3,1,7,,1.0205097000002752,1.6704133999996884,ok
features,4,3,FIGS,1000,4,3,1,7,,0.0843963000002077,0.0843963000002077,ok
features,4,3,RuleFit,1000,4,3,1,7,,2.2469489999998586,2.2469489999998586,ok
features,4,3,HSTree,1000,4,3,1,7,,0.003810300000168354,0.003810300000168354,ok
features,4,3,GreedyRuleList,1000,4,3,1,7,,0.004307499999868014,0.004307499999868014,ok
features,4,4,RFR,1000,4,3,1,7,10000,0.07570579999992333,0.07570579999992333,ok
features,4,4,GPR,1000,4,3,1,7,,0.9517607999996471,1.639469900000222,ok
features,4,4,FIGS,1000,4,3,1,7,,0.07629119999955947,0.07629119999955947,ok
features,4,4,RuleFit,1000,4,3,1,7,,2.1821779000001698,2.1821779000001698,ok
features,4,4,HSTree,1000,4,3,1,7,,0.003706099999817525,0.003706099999817525,ok
features,4,4,GreedyRuleList,1000,4,3,1,7,,0.004516799999692012,0.004516799999692012,ok
features,8,0,RFR,1000,8,6,2,14,10000,0.13753429999997024,0.13753429999997024,ok
features,8,0,GPR,1000,8,6,2,14,,0.6525386999996954,1.3187934000002315,ok
features,8,0,FIGS,1000,8,6,2,14,,0.13473000000021784,0.13473000000021784,ok
features,8,0,RuleFit,1000,8,6,2,14,,2.113262400000167,2.113262400000167,ok
features,8,0,HSTree,1000,8,6,2,14,,0.006135300000096322,0.006135300000096322,ok
features,8,0,GreedyRuleList,1000,8,6,2,14,,0.007150299999921117,0.007150299999921117,ok
features,8,1,RFR,1000,8,6,2,14,10000,0.1325963999997839,0.1325963999997839,ok
features,8,1,GPR,1000,8,6,2,14,,0.6579221999995752,1.356570599999941,ok
features,8,1,FIGS,1000,8,6,2,14,,0.14020769999979166,0.14020769999979166,ok
features,8,1,RuleFit,1000,8,6,2,14,,2.146436900000026,2.146436900000026,ok
features,8,1,HSTree,1000,8,6,2,14,,0.0062708000000384345,0.0062708000000384345,ok
features,8,1,GreedyRuleList,1000,8,6,2,14,,0.0063070999999581545,0.0063070999999581545,ok
features,8,2,RFR,1000,8,6,2,14,10000,0.13240339999993012,0.13240339999993012,ok
features,8,2,GPR,1000,8,6,2,14,,0.6638409999995929,1.340523100000155,ok
features,8,2,FIGS,1000,8,6,2,14,,0.13055649999978414,0.13055649999978414,ok
features,8,2,RuleFit,1000,8,6,2,14,,2.2458543000002464,2.2458543000002464,ok
features,8,2,HSTree,1000,8,6,2,14,,0.0058030000000144355,0.0058030000000144355,ok
features,8,2,GreedyRuleList,1000,8,6,2,14,,0.006568399999650865,0.006568399999650865,ok
features,8,3,RFR,1000,8,6,2,14,10000,0.13342920000013692,0.13342920000013692,ok
features,8,3,GPR,1000,8,6,2,14,,0.6261930000000575,1.2815804000001663,ok
features,8,3,FIGS,1000,8,6,2,14,,0.12083310000025449,0.12083310000025449,ok
features,8,3,RuleFit,1000,8,6,2,14,,2.1872379999999794,2.1872379999999794,ok
features,8,3,HSTree,1000,8,6,2,14,,0.0059418999999252264,0.0059418999999252264,ok
features,8,3,GreedyRuleList,1000,8,6,2,14,,0.006349000000227534,0.006349000000227534,ok
features,8,4,RFR,1000,8,6,2,14,10000,0.13329930000008972,0.13329930000008972,ok
features,8,4,GPR,1000,8,6,2,14,,0.6234263999999712,1.2982772000000296,ok
features,8,4,FIGS,1000,8,6,2,14,,0.1337975000001279,0.1337975000001279,ok
features,8,4,RuleFit,1000,8,6,2,14,,2.2107562000001053,2.2107562000001053,ok
features,8,4,HSTree,1000,8,6,2,14,,0.005905900000016118,0.005905900000016118,ok
features,8,4,GreedyRuleList,1000,8,6,2,14,,0.006240100000013626,0.006240100000013626,ok
features,16,0,RFR,1000,16,13,3,25,10000,0.14286650000030932,0.14286650000030932,ok
features,16,0,GPR,1000,16,13,3,25,,0.9919266000001699,1.6594787000003635,ok
features,16,0,FIGS,1000,16,13,3,25,,0.19591620000028342,0.19591620000028342,ok
features,16,0,RuleFit,1000,16,13,3,25,,2.1148988999998437,2.1148988999998437,ok
features,16,0,HSTree,1000,16,13,3,25,,0.010845399999652727,0.010845399999652727,ok
features,16,0,GreedyRuleList,1000,16,13,3,25,,0.00833310000007259,0.00833310000007259,ok
features,16,1,RFR,1000,16,13,3,25,10000,0.14202690000001894,0.14202690000001894,ok
features,16,1,GPR,1000,16,13,3,25,,1.1258805000002212,1.7617482000000564,ok
features,16,1,FIGS,1000,16,13,3,25,,0.20090410000011616,0.20090410000011616,ok
features,16,1,RuleFit,1000,16,13,3,25,,2.146993300000304,2.146993300000304,ok
features,16,1,HSTree,1000,16,13,3,25,,0.010881899999731104,0.010881899999731104,ok
features,16,1,GreedyRuleList,1000,16,13,3,25,,0.008579599999848142,0.008579599999848142,ok
features,16,2,RFR,1000,16,13,3,25,10000,0.14200260000006892,0.14200260000006892,ok
features,16,2,GPR,1000,16,13,3,25,,0.8442605000000185,1.5188140999998723,ok
features,16,2,FIGS,1000,16,13,3,25,,0.19970059999968726,0.19970059999968726,ok
features,16,2,RuleFit,1000,16,13,3,25,,2.329449299999851,2.329449299999851,ok
features,16,2,HSTree,1000,16,13,3,25,,0.012345600000116974,0.012345600000116974,ok
features,16,2,GreedyRuleList,1000,16,13,3,25,,0.008183899999949062,0.008183899999949062,ok
features,16,3,RFR,1000,16,13,3,25,10000,0.14344649999975445,0.14344649999975445,ok
features,16,3,GPR,1000,16,13,3,25,,0.8410754000001361,1.5008354999999938,ok
features,16,3,FIGS,1000,16,13,3,25,,0.18738380000013422,0.18738380000013422,ok
features,16,3,RuleFit,1000,16,13,3,25,,2.302375100000063,2.302375100000063,ok
features,16,3,HSTree,1000,16,13,3,25,,0.011442100000294886,0.011442100000294886,ok
features,16,3,GreedyRuleList,1000,16,13,3,25,,0.008575800000016898,0.008575800000016898,ok
features,16,4,RFR,1000,16,13,3,25,10000,0.14236250000021755,0.14236250000021755,ok
features,16,4,GPR,1000,16,13,3,25,,0.8446822999999313,1.5007869000000937,ok
features,16,4,FIGS,1000,16,13,3,25,,0.20767609999984415,0.20767609999984415,ok
features,16,4,RuleFit,1000,16,13,3,25,,2.154809699999987,2.154809699999987,ok
features,16,4,HSTree,1000,16,13,3,25,,0.01038010000002032,0.01038010000002032,ok
features,16,4,GreedyRuleList,1000,16,13,3,25,,0.009011699999973644,0.009011699999973644,ok
features,32,0,RFR,1000,32,26,6,50,10000,0.15107990000024074,0.15107990000024074,ok
features,32,0,GPR,1000,32,26,6,50,,0.8561166999998022,1.496045100000174,ok
features,32,0,FIGS,1000,32,26,6,50,,0.30274059999965175,0.30274059999965175,ok
features,32,0,RuleFit,1000,32,26,6,50,,2.351779699999952,2.351779699999952,ok
features,32,0,HSTree,1000,32,26,6,50,,0.01838399999996909,0.01838399999996909,ok
features,32,0,GreedyRuleList,1000,32,26,6,50,,0.012206099999730213,0.012206099999730213,ok
features,32,1,RFR,1000,32,26,6,50,10000,0.15046879999999874,0.15046879999999874,ok
features,32,1,GPR,1000,32,26,6,50,,0.8790917000001173,1.5726072000002205,ok
features,32,1,FIGS,1000,32,26,6,50,,0.30096299999968323,0.30096299999968323,ok
features,32,1,RuleFit,1000,32,26,6,50,,2.5697986999998648,2.5697986999998648,ok
features,32,1,HSTree,1000,32,26,6,50,,0.019516199999998207,0.019516199999998207,ok
features,32,1,GreedyRuleList,1000,32,26,6,50,,0.013042500000210566,0.013042500000210566,ok
features,32,2,RFR,1000,32,26,6,50,10000,0.15264720000004672,0.15264720000004672,ok
features,32,2,GPR,1000,32,26,6,50,,0.8194957000000613,1.5175399999998263,ok
features,32,2,FIGS,1000,32,26,6,50,,0.3140662999999222,0.3140662999999222,ok
features,32,2,RuleFit,1000,32,26,6,50,,2.4417018000003736,2.4417018000003736,ok
features,32,2,HSTree,1000,32,26,6,50,,0.01850670000021637,0.01850670000021637,ok
features,32,2,GreedyRuleList,1000,32,26,6,50,,0.013648900000134745,0.013648900000134745,ok
features,32,3,RFR,1000,32,26,6,50,10000,0.15198849999978847,0.15198849999978847,ok
features,32,3,GPR,1000,32,26,6,50,,1.1072622000001502,1.7734924000001229,ok
features,32,3,FIGS,1000,32,26,6,50,,0.27276249999977153,0.27276249999977153,ok
features,32,3,RuleFit,1000,32,26,6,50,,2.47218520000024,2.47218520000024,ok
features,32,3,HSTree,1000,32,26,6,50,,0.01929229999996096,0.01929229999996096,ok
features,32,3,GreedyRuleList,1000,32,26,6,50,,0.012940900000103284,0.012940900000103284,ok
features,32,4,RFR,1000,32,26,6,50,10000,0.15176210000026913,0.15176210000026913,ok
features,32,4,GPR,1000,32,26,6,50,,0.7962766000000556,1.4683615000003556,ok
features,32,4,FIGS,1000,32,26,6,50,,0.3052301000002444,0.3052301000002444,ok
features,32,4,RuleFit,1000,32,26,6,50,,2.3540407999998934,2.3540407999998934,ok
features,32,4,HSTree,1000,32,26,6,50,,0.01930320000019492,0.01930320000019492,ok
features,32,4,GreedyRuleList,1000,32,26,6,50,,0.012625800000023446,0.012625800000023446,ok
features,64,0,RFR,1000,64,51,13,103,10000,0.15804079999998066,0.15804079999998066,ok
features,64,0,GPR,1000,64,51,13,103,,0.7617877000002409,1.4356293000000733,ok
features,64,0,FIGS,1000,64,51,13,103,,0.46748780000007173,0.46748780000007173,ok
features,64,0,RuleFit,1000,64,51,13,103,,3.1115131000001384,3.1115131000001384,ok
features,64,0,HSTree,1000,64,51,13,103,,0.03302239999993617,0.03302239999993617,ok
features,64,0,GreedyRuleList,1000,64,51,13,103,,0.019054800000049,0.019054800000049,ok
features,64,1,RFR,1000,64,51,13,103,10000,0.1583098000000973,0.1583098000000973,ok
features,64,1,GPR,1000,64,51,13,103,,0.477803700000095,1.178910900000119,ok
features,64,1,FIGS,1000,64,51,13,103,,0.48187789999974484,0.48187789999974484,ok
features,64,1,RuleFit,1000,64,51,13,103,,3.0222034000003077,3.0222034000003077,ok
features,64,1,HSTree,1000,64,51,13,103,,0.03144410000004427,0.03144410000004427,ok
features,64,1,GreedyRuleList,1000,64,51,13,103,,0.020292799999879207,0.020292799999879207,ok
features,64,2,RFR,1000,64,51,13,103,10000,0.1596057000001565,0.1596057000001565,ok
features,64,2,GPR,1000,64,51,13,103,,0.6171798999998828,1.314121200000045,ok
features,64,2,FIGS,1000,64,51,13,103,,0.47154139999975087,0.47154139999975087,ok
features,64,2,RuleFit,1000,64,51,13,103,,2.714268499999889,2.714268499999889,ok
features,64,2,HSTree,1000,64,51,13,103,,0.03261599999996179,0.03261599999996179,ok
features,64,2,GreedyRuleList,1000,64,51,13,103,,0.024188299999877927,0.024188299999877927,ok
features,64,3,RFR,1000,64,51,13,103,10000,0.15868120000004637,0.15868120000004637,ok
features,64,3,GPR,1000,64,51,13,103,,1.211282299999766,1.8916088000000855,ok
features,64,3,FIGS,1000,64,51,13,103,,0.5084383999997044,0.5084383999997044,ok
features,64,3,RuleFit,1000,64,51,13,103,,2.8842561000001297,2.8842561000001297,ok
features,64,3,HSTree,1000,64,51,13,103,,0.03226929999982531,0.03226929999982531,ok
features,64,3,GreedyRuleList,1000,64,51,13,103,,0.018541699999786942,0.018541699999786942,ok
features,64,4,RFR,1000,64,51,13,103,10000,0.15656760000001668,0.15656760000001668,ok
features,64,4,GPR,1000,64,51,13,103,,0.8446047000002181,1.4940646999998535,ok
features,64,4,FIGS,1000,64,51,13,103,,0.49262069999986124,0.49262069999986124,ok
features,64,4,RuleFit,1000,64,51,13,103,,2.8493210999999974,2.8493210999999974,ok
features,64,4,HSTree,1000,64,51,13,103,,0.03312679999999091,0.03312679999999091,ok
features,64,4,GreedyRuleList,1000,64,51,13,103,,0.019100600000001577,0.019100600000001577,ok
features,128,0,RFR,1000,128,102,26,206,10000,0.16620190000003277,0.16620190000003277,ok
features,128,0,GPR,1000,128,102,26,206,,0.725211500000114,1.3783989000003203,ok
features,128,0,FIGS,1000,128,102,26,206,,0.9280358999999407,0.9280358999999407,ok
features,128,0,RuleFit,1000,128,102,26,206,,3.872459400000025,3.872459400000025,ok
features,128,0,HSTree,1000,128,102,26,206,,0.0583756999999423,0.0583756999999423,ok
features,128,0,GreedyRuleList,1000,128,102,26,206,,0.03603899999961868,0.03603899999961868,ok
features,128,1,RFR,1000,128,102,26,206,10000,0.16893509999999878,0.16893509999999878,ok
features,128,1,GPR,1000,128,102,26,206,,0.9438789000000725,1.6075128999996195,ok
features,128,1,FIGS,1000,128,102,26,206,,0.8459919000001719,0.8459919000001719,ok
features,128,1,RuleFit,1000,128,102,26,206,,3.8809080999999424,3.8809080999999424,ok
features,128,1,HSTree,1000,128,102,26,206,,0.05863920000001599,0.05863920000001599,ok
features,128,1,GreedyRuleList,1000,128,102,26,206,,0.038489300000037474,0.038489300000037474,ok
features,128,2,RFR,1000,128,102,26,206,10000,0.16503180000017892,0.16503180000017892,ok
features,128,2,GPR,1000,128,102,26,206,,0.7895244999999704,1.4638390999998592,ok
features,128,2,FIGS,1000,128,102,26,206,,0.8659419000000526,0.8659419000000526,ok
features,128,2,RuleFit,1000,128,102,26,206,,3.8321178999999574,3.8321178999999574,ok
features,128,2,HSTree,1000,128,102,26,206,,0.060152300000027026,0.060152300000027026,ok
features,128,2,GreedyRuleList,1000,128,102,26,206,,0.03308030000016515,0.03308030000016515,ok
features,128,3,RFR,1000,128,102,26,206,10000,0.16468339999983073,0.16468339999983073,ok
features,128,3,GPR,1000,128,102,26,206,,0.8168952999999419,1.513224700000137,ok
features,128,3,FIGS,1000,128,102,26,206,,0.9162225000000035,0.9162225000000035,ok
features,128,3,RuleFit,1000,128,102,26,206,,3.834574700000303,3.834574700000303,ok
features,128,3,HSTree,1000,128,102,26,206,,0.058983899999930145,0.058983899999930145,ok
features,128,3,GreedyRuleList,1000,128,102,26,206,,0.03450710000015533,0.03450710000015533,ok
features,128,4,RFR,1000,128,102,26,206,10000,0.1663039000000026,0.1663039000000026,ok
features,128,4,GPR,1000,128,102,26,206,,1.1435590999999476,1.8436945000003107,ok
features,128,4,FIGS,1000,128,102,26,206,,0.9753984999997556,0.9753984999997556,ok
features,128,4,RuleFit,1000,128,102,26,206,,3.710086600000068,3.710086600000068,ok
features,128,4,HSTree,1000,128,102,26,206,,0.0591100000001461,0.0591100000001461,ok
features,128,4,GreedyRuleList,1000,128,102,26,206,,0.033170199999858596,0.033170199999858596,ok
features,256,0,RFR,1000,256,205,51,409,10000,0.16689510000014707,0.16689510000014707,ok
features,256,0,GPR,1000,256,205,51,409,,1.6041989000000285,2.3047209999999723,ok
features,256,0,FIGS,1000,256,205,51,409,,1.7513390999997682,1.7513390999997682,ok
features,256,0,RuleFit,1000,256,205,51,409,,6.204005000000052,6.204005000000052,ok
features,256,0,HSTree,1000,256,205,51,409,,0.11184060000005047,0.11184060000005047,ok
features,256,0,GreedyRuleList,1000,256,205,51,409,,0.057625999999800115,0.057625999999800115,ok
features,256,1,RFR,1000,256,205,51,409,10000,0.16815379999979996,0.16815379999979996,ok
features,256,1,GPR,1000,256,205,51,409,,1.621618799999851,2.312791400000151,ok
features,256,1,FIGS,1000,256,205,51,409,,1.7970648999998957,1.7970648999998957,ok
features,256,1,RuleFit,1000,256,205,51,409,,6.06702230000019,6.06702230000019,ok
features,256,1,HSTree,1000,256,205,51,409,,0.10764000000017404,0.10764000000017404,ok
features,256,1,GreedyRuleList,1000,256,205,51,409,,0.05956910000031712,0.05956910000031712,ok
features,256,2,RFR,1000,256,205,51,409,10000,0.1694030999997267,0.1694030999997267,ok
features,256,2,GPR,1000,256,205,51,409,,1.2990684999999758,1.9529532000001382,ok
features,256,2,FIGS,1000,256,205,51,409,,1.6695387999998275,1.6695387999998275,ok
features,256,2,RuleFit,1000,256,205,51,409,,6.06847420000031,6.06847420000031,ok
features,256,2,HSTree,1000,256,205,51,409,,0.11291849999997794,0.11291849999997794,ok
features,256,2,GreedyRuleList,1000,256,205,51,409,,0.05801770000016404,0.05801770000016404,ok
features,256,3,RFR,1000,256,205,51,409,10000,0.16863119999970877,0.16863119999970877,ok
features,256,3,GPR,1000,256,205,51,409,,1.5344445000000633,2.240748199999871,ok
features,256,3,FIGS,1000,256,205,51,409,,1.5271357999999964,1.5271357999999964,ok
features,256,3,RuleFit,1000,256,205,51,409,,6.319545900000321,6.319545900000321,ok
features,256,3,HSTree,1000,256,205,51,409,,0.11359099999981481,0.11359099999981481,ok
features,256,3,GreedyRuleList,1000,256,205,51,409,,0.04337530000020706,0.04337530000020706,ok
features,256,4,RFR,1000,256,205,51,409,10000,0.1659916999997222,0.1659916999997222,ok
features,256,4,GPR,1000,256,205,51,409,,1.5520196000002215,2.2404874999997446,ok
features,256,4,FIGS,1000,256,205,51,409,,1.6678113000002668,1.6678113000002668,ok
features,256,4,RuleFit,1000,256,205,51,409,,6.060156200000165,6.060156200000165,ok
features,256,4,HSTree,1000,256,205,51,409,,0.1098652000000584,0.1098652000000584,ok
features,256,4,GreedyRuleList,1000,256,205,51,409,,0.062000500000067404,0.062000500000067404,ok
features,512,0,RFR,1000,512,410,102,818,10000,0.2120930999999473,0.2120930999999473,ok
features,512,0,GPR,1000,512,410,102,818,,1.1473617999999988,1.8431548000003204,ok
features,512,0,FIGS,1000,512,410,102,818,,3.243455499999982,3.243455499999982,ok
features,512,0,RuleFit,1000,512,410,102,818,,10.256938600000012,10.256938600000012,ok
features,512,0,HSTree,1000,512,410,102,818,,0.22029769999971904,0.22029769999971904,ok
features,512,0,GreedyRuleList,1000,512,410,102,818,,0.09238950000008117,0.09238950000008117,ok
features,512,1,RFR,1000,512,410,102,818,10000,0.1898471999998037,0.1898471999998037,ok
features,512,1,GPR,1000,512,410,102,818,,0.4037911999998869,1.1056057000000692,ok
features,512,1,FIGS,1000,512,410,102,818,,3.5373485000000073,3.5373485000000073,ok
features,512,1,RuleFit,1000,512,410,102,818,,9.8428143000001,9.8428143000001,ok
features,512,1,HSTree,1000,512,410,102,818,,0.20084509999969669,0.20084509999969669,ok
features,512,1,GreedyRuleList,1000,512,410,102,818,,0.1270198000001983,0.1270198000001983,ok
features,512,2,RFR,1000,512,410,102,818,10000,0.21737480000001597,0.21737480000001597,ok
features,512,2,GPR,1000,512,410,102,818,,0.9781451999997444,1.654561900000317,ok
features,512,2,FIGS,1000,512,410,102,818,,3.4379478999999264,3.4379478999999264,ok
features,512,2,RuleFit,1000,512,410,102,818,,9.875497600000017,9.875497600000017,ok
features,512,2,HSTree,1000,512,410,102,818,,0.21396139999978914,0.21396139999978914,ok
features,512,2,GreedyRuleList,1000,512,410,102,818,,0.10827840000001743,0.10827840000001743,ok
features,512,3,RFR,1000,512,410,102,818,10000,0.18766020000020944,0.18766020000020944,ok
features,512,3,GPR,1000,512,410,102,818,,1.2354852999997092,1.932324299999891,ok
features,512,3,FIGS,1000,512,410,102,818,,3.3958580000003167,3.3958580000003167,ok
features,512,3,RuleFit,1000,512,410,102,818,,10.062595200000032,10.062595200000032,ok
features,512,3,HSTree,1000,512,410,102,818,,0.2040607000003547,0.2040607000003547,ok
features,512,3,GreedyRuleList,1000,512,410,102,818,,0.11496009999973467,0.11496009999973467,ok
features,512,4,RFR,1000,512,410,102,818,10000,0.22231389999979,0.22231389999979,ok
features,512,4,GPR,1000,512,410,102,818,,1.0013506000000234,1.6807747999996536,ok
features,512,4,FIGS,1000,512,410,102,818,,3.1912477999999282,3.1912477999999282,ok
features,512,4,RuleFit,1000,512,410,102,818,,10.09721639999998,10.09721639999998,ok
features,512,4,HSTree,1000,512,410,102,818,,0.20943919999990612,0.20943919999990612,ok
features,512,4,GreedyRuleList,1000,512,410,102,818,,0.11435470000014902,0.11435470000014902,ok
features,1024,0,RFR,1000,1024,819,205,1639,10000,0.5465682999997625,0.5465682999997625,ok
features,1024,0,GPR,1000,1024,819,205,1639,,0.38377689999970244,1.0765677000003961,ok
features,1024,0,FIGS,1000,1024,819,205,1639,,7.213472599999932,7.213472599999932,ok
features,1024,0,RuleFit,1000,1024,819,205,1639,,18.322055599999658,18.322055599999658,ok
features,1024,0,HSTree,1000,1024,819,205,1639,,0.413586099999975,0.413586099999975,ok
features,1024,0,GreedyRuleList,1000,1024,819,205,1639,,0.23391570000012507,0.23391570000012507,ok
features,1024,1,RFR,1000,1024,819,205,1639,10000,0.548154600000089,0.548154600000089,ok
features,1024,1,GPR,1000,1024,819,205,1639,,0.7343323000000055,1.4404873999997108,ok
features,1024,1,FIGS,1000,1024,819,205,1639,,6.307747699999709,6.307747699999709,ok
features,1024,1,RuleFit,1000,1024,819,205,1639,,18.791579199999887,18.791579199999887,ok
features,1024,1,HSTree,1000,1024,819,205,1639,,0.4455674999999246,0.4455674999999246,ok
features,1024,1,GreedyRuleList,1000,1024,819,205,1639,,0.22639879999996992,0.22639879999996992,ok
features,1024,2,RFR,1000,1024,819,205,1639,10000,0.5483242999998765,0.5483242999998765,ok
features,1024,2,GPR,1000,1024,819,205,1639,,0.6337397000002056,1.3189391000000796,ok
features,1024,2,FIGS,1000,1024,819,205,1639,,5.899509700000181,5.899509700000181,ok
features,1024,2,RuleFit,1000,1024,819,205,1639,,20.089178300000185,20.089178300000185,ok
features,1024,2,HSTree,1000,1024,819,205,1639,,0.44788259999995716,0.44788259999995716,ok
features,1024,2,GreedyRuleList,1000,1024,819,205,1639,,0.21545740000010483,0.21545740000010483,ok
features,1024,3,RFR,1000,1024,819,205,1639,10000,0.5505748000000494,0.5505748000000494,ok
features,1024,3,GPR,1000,1024,819,205,1639,,1.0140188999998827,1.7130855999998857,ok
features,1024,3,FIGS,1000,1024,819,205,1639,,6.309754800000064,6.309754800000064,ok
features,1024,3,RuleFit,1000,1024,819,205,1639,,18.718003599999975,18.718003599999975,ok
features,1024,3,HSTree,1000,1024,819,205,1639,,0.42743590000009135,0.42743590000009135,ok
features,1024,3,GreedyRuleList,1000,1024,819,205,1639,,0.22482409999975062,0.22482409999975062,ok
features,1024,4,RFR,1000,1024,819,205,1639,10000,0.5499234000003526,0.5499234000003526,ok
features,1024,4,GPR,1000,1024,819,205,1639,,0.5567695000004278,1.2762299000000894,ok
features,1024,4,FIGS,1000,1024,819,205,1639,,6.507904900000085,6.507904900000085,ok
features,1024,4,RuleFit,1000,1024,819,205,1639,,19.826496300000144,19.826496300000144,ok
features,1024,4,HSTree,1000,1024,819,205,1639,,0.46574069999996937,0.46574069999996937,ok
features,1024,4,GreedyRuleList,1000,1024,819,205,1639,,0.25697200000013254,0.25697200000013254,ok
candidates,1000,0,RFR,1000,70,60,10,100,1000,0.01809499999990294,0.01809499999990294,ok
candidates,1000,1,RFR,1000,70,60,10,100,1000,0.019706000000041968,0.019706000000041968,ok
candidates,1000,2,RFR,1000,70,60,10,100,1000,0.020604899999852933,0.020604899999852933,ok
candidates,1000,3,RFR,1000,70,60,10,100,1000,0.019714699999894947,0.019714699999894947,ok
candidates,1000,4,RFR,1000,70,60,10,100,1000,0.019657899999856454,0.019657899999856454,ok
candidates,5000,0,RFR,1000,70,60,10,100,5000,0.08547619999990275,0.08547619999990275,ok
candidates,5000,1,RFR,1000,70,60,10,100,5000,0.0864238999997724,0.0864238999997724,ok
candidates,5000,2,RFR,1000,70,60,10,100,5000,0.08592730000009396,0.08592730000009396,ok
candidates,5000,3,RFR,1000,70,60,10,100,5000,0.08628109999972366,0.08628109999972366,ok
candidates,5000,4,RFR,1000,70,60,10,100,5000,0.0847366999996666,0.0847366999996666,ok
candidates,10000,0,RFR,1000,70,60,10,100,10000,0.1683946000002834,0.1683946000002834,ok
candidates,10000,1,RFR,1000,70,60,10,100,10000,0.16774409999970885,0.16774409999970885,ok
candidates,10000,2,RFR,1000,70,60,10,100,10000,0.16828450000002704,0.16828450000002704,ok
candidates,10000,3,RFR,1000,70,60,10,100,10000,0.1674960000000283,0.1674960000000283,ok
candidates,10000,4,RFR,1000,70,60,10,100,10000,0.1693768000000091,0.1693768000000091,ok
candidates,25000,0,RFR,1000,70,60,10,100,25000,0.42153670000016064,0.42153670000016064,ok
candidates,25000,1,RFR,1000,70,60,10,100,25000,0.4206381000003603,0.4206381000003603,ok
candidates,25000,2,RFR,1000,70,60,10,100,25000,0.4223720999998477,0.4223720999998477,ok
candidates,25000,3,RFR,1000,70,60,10,100,25000,0.4187520999998924,0.4187520999998924,ok
candidates,25000,4,RFR,1000,70,60,10,100,25000,0.4198685999999725,0.4198685999999725,ok
candidates,50000,0,RFR,1000,70,60,10,100,50000,0.8486900000002606,0.8486900000002606,ok
candidates,50000,1,RFR,1000,70,60,10,100,50000,0.83806659999982,0.83806659999982,ok
candidates,50000,2,RFR,1000,70,60,10,100,50000,0.8412073999998029,0.8412073999998029,ok
candidates,50000,3,RFR,1000,70,60,10,100,50000,0.8485117999998693,0.8485117999998693,ok
candidates,50000,4,RFR,1000,70,60,10,100,50000,0.8390240999997332,0.8390240999997332,ok
candidates,100000,0,RFR,1000,70,60,10,100,100000,1.7040820000001986,1.7040820000001986,ok
