dataset_name,repeat_id,fold_id,fold,n_expected_folds,estimator,n_train,n_test,n_original_features,n_transformed_features,accuracy,fit_time,predict_time
anes_voting_2026,8,0,9,9,RandomFuzzyRules__n_candidates__100000,19455,1534,318,6128,0.8546284224250326,5.332125251181424,0.048249019077047706
aps_failure,0,0,1,9,RandomFuzzyRules__n_candidates__1000,50666,25334,170,170,0.9828293992263362,0.15611186111345887,0.026270030066370964
aps_failure,0,0,1,9,RandomFuzzyRules__n_candidates__5000,50666,25334,170,170,0.983105707744533,0.5316175201442093,0.026872124057263136
aps_failure,0,0,1,9,RandomFuzzyRules__n_candidates__10000,50666,25334,170,170,0.983105707744533,1.056120135821402,0.025574126979336143
aps_failure,0,0,1,9,RandomFuzzyRules__n_candidates__25000,50666,25334,170,170,0.9831451803899898,2.5141526588704437,0.026042860932648182
aps_failure,0,0,1,9,RandomFuzzyRules__n_candidates__50000,50666,25334,170,170,0.9831451803899898,5.151151351165026,0.024375007022172213
aps_failure,0,0,1,9,RandomFuzzyRules__n_candidates__100000,50666,25334,170,170,0.9831451803899898,10.006907416973263,0.02240251610055566
aps_failure,0,1,2,9,RandomFuzzyRules__n_candidates__1000,50667,25333,170,170,0.9830260924485849,0.16535364696756005,0.01197896501980722
aps_failure,0,1,2,9,RandomFuzzyRules__n_candidates__5000,50667,25333,170,170,0.9823550309872499,0.5277236269321293,0.01293190591968596
aps_failure,0,1,2,9,RandomFuzzyRules__n_candidates__10000,50667,25333,170,170,0.9823550309872499,1.0578265311196446,0.012757637072354555
aps_failure,0,1,2,9,RandomFuzzyRules__n_candidates__25000,50667,25333,170,170,0.9842103185568232,2.5469998121261597,0.012645459035411477
aps_failure,0,1,2,9,RandomFuzzyRules__n_candidates__50000,50667,25333,170,170,0.9842103185568232,5.16507159685716,0.011926616076380014
aps_failure,0,1,2,9,RandomFuzzyRules__n_candidates__100000,50667,25333,170,170,0.9835392570954881,9.944265997037292,0.012701737927272916
aps_failure,0,2,3,9,RandomFuzzyRules__n_candidates__1000,50667,25333,170,170,0.9834208344846642,0.172361504053697,0.01289686607196927
aps_failure,0,2,3,9,RandomFuzzyRules__n_candidates__5000,50667,25333,170,170,0.9837366281135278,0.5898621408268809,0.012028064113110304
aps_failure,0,2,3,9,RandomFuzzyRules__n_candidates__10000,50667,25333,170,170,0.9837366281135278,1.0602331599220634,0.012247862061485648
aps_failure,0,2,3,9,RandomFuzzyRules__n_candidates__25000,50667,25333,170,170,0.9839339991315675,2.5395991131663322,0.012507399078458548
aps_failure,0,2,3,9,RandomFuzzyRules__n_candidates__50000,50667,25333,170,170,0.9839339991315675,5.101455299183726,0.01245822012424469
aps_failure,0,2,3,9,RandomFuzzyRules__n_candidates__100000,50667,25333,170,170,0.9839339991315675,10.002091986127198,0.012284911936149001
aps_failure,1,0,4,9,RandomFuzzyRules__n_candidates__1000,50666,25334,170,170,0.982987289808163,0.17182921385392547,0.025917550083249807
aps_failure,1,0,4,9,RandomFuzzyRules__n_candidates__5000,50666,25334,170,170,0.9836583247809269,0.526652819942683,0.026996309868991375
aps_failure,1,0,4,9,RandomFuzzyRules__n_candidates__10000,50666,25334,170,170,0.9836583247809269,1.0635535409674048,0.02051388192921877
aps_failure,1,0,4,9,RandomFuzzyRules__n_candidates__25000,50666,25334,170,170,0.983105707744533,2.528160596964881,0.027096308069303632
aps_failure,1,0,4,9,RandomFuzzyRules__n_candidates__50000,50666,25334,170,170,0.983105707744533,5.132753734011203,0.025488083949312568
aps_failure,1,0,4,9,RandomFuzzyRules__n_candidates__100000,50666,25334,170,170,0.983105707744533,9.98245381214656,0.023425293853506446
aps_failure,1,1,5,9,RandomFuzzyRules__n_candidates__1000,50667,25333,170,170,0.9831050408558007,0.14752713195048273,0.013358880998566747
aps_failure,1,1,5,9,RandomFuzzyRules__n_candidates__5000,50667,25333,170,170,0.9827892472269372,0.5231032280717045,0.01150341797620058
aps_failure,1,1,5,9,RandomFuzzyRules__n_candidates__10000,50667,25333,170,170,0.9833418860774484,1.0483948441687971,0.01362958806566894
aps_failure,1,1,5,9,RandomFuzzyRules__n_candidates__25000,50667,25333,170,170,0.9837761023171357,2.5294914909172803,0.012728385860100389
aps_failure,1,1,5,9,RandomFuzzyRules__n_candidates__50000,50667,25333,170,170,0.9837761023171357,5.1575398680288345,0.01220655208453536
