dataset_id,dataset_name,estimator,accuracy,fit_time,completed_folds
74,Musk (Version 1),RandomFuzzyRules__n_candidates__50000,0.7124113475177305,0.2693706499994732,10
75,Musk (Version 2),RandomFuzzyRules__n_candidates__1000,0.8469239435324413,0.06692493000300595,10
75,Musk (Version 2),RandomFuzzyRules__n_candidates__10000,0.8522313422541041,0.46817797000258,10
75,Musk (Version 2),RandomFuzzyRules__n_candidates__100000,0.8763247804294846,4.4820211299986115,10
75,Musk (Version 2),RandomFuzzyRules__n_candidates__25000,0.856169126776107,1.0859301299991784,10
75,Musk (Version 2),RandomFuzzyRules__n_candidates__5000,0.8484393249643629,0.2257635000030859,10
75,Musk (Version 2),RandomFuzzyRules__n_candidates__50000,0.8763247804294846,2.2642382899997755,10
94,Spambase,RandomFuzzyRules__n_candidates__1000,0.6109539752900123,0.027867450001940557,10
94,Spambase,RandomFuzzyRules__n_candidates__10000,0.6239946241629728,0.2058088999969186,10
94,Spambase,RandomFuzzyRules__n_candidates__100000,0.6218178817315854,1.9673911400022916,10
94,Spambase,RandomFuzzyRules__n_candidates__25000,0.6244294067716684,0.4949786800003494,10
94,Spambase,RandomFuzzyRules__n_candidates__5000,0.6239946241629728,0.10191582999832456,10
94,Spambase,RandomFuzzyRules__n_candidates__50000,0.6231250589455815,0.9641926300013438,10
95,SPECT Heart,RandomFuzzyRules__n_candidates__1000,0.7452991452991453,0.00550088000163662,10
95,SPECT Heart,RandomFuzzyRules__n_candidates__10000,0.7491452991452991,0.04047234000172462,10
95,SPECT Heart,RandomFuzzyRules__n_candidates__100000,0.798148148148148,0.37401794999896076,10
95,SPECT Heart,RandomFuzzyRules__n_candidates__25000,0.7532763532763533,0.10459871999773891,10
95,SPECT Heart,RandomFuzzyRules__n_candidates__5000,0.7418803418803419,0.02052298000053264,10
95,SPECT Heart,RandomFuzzyRules__n_candidates__50000,0.798148148148148,0.20639117000100665,10
105,Congressional Voting Records,RandomFuzzyRules__n_candidates__1000,0.9563424947145878,0.00559107999870316,10
105,Congressional Voting Records,RandomFuzzyRules__n_candidates__10000,0.9563424947145878,0.04500381000107151,10
105,Congressional Voting Records,RandomFuzzyRules__n_candidates__100000,0.947198731501057,0.41952918999741085,10
105,Congressional Voting Records,RandomFuzzyRules__n_candidates__25000,0.9563424947145878,0.1119645399972796,10
105,Congressional Voting Records,RandomFuzzyRules__n_candidates__5000,0.9563424947145878,0.02306518999830581,10
105,Congressional Voting Records,RandomFuzzyRules__n_candidates__50000,0.9517970401691331,0.2274413199993432,10
144,Statlog (German Credit Data),RandomFuzzyRules__n_candidates__1000,0.6799999999999999,0.00837228000164028,10
144,Statlog (German Credit Data),RandomFuzzyRules__n_candidates__10000,0.726,0.06782624000188657,10
144,Statlog (German Credit Data),RandomFuzzyRules__n_candidates__100000,0.718,0.6056636400011485,10
144,Statlog (German Credit Data),RandomFuzzyRules__n_candidates__25000,0.724,0.15713668000098546,10
144,Statlog (German Credit Data),RandomFuzzyRules__n_candidates__5000,0.726,0.03386159999645309,10
144,Statlog (German Credit Data),RandomFuzzyRules__n_candidates__50000,0.724,0.3308794799973839,10
151,"Connectionist Bench (Sonar, Mines vs. Rocks)",RandomFuzzyRules__n_candidates__1000,0.6676190476190476,0.0049996699992333905,10
151,"Connectionist Bench (Sonar, Mines vs. Rocks)",RandomFuzzyRules__n_candidates__10000,0.7307142857142856,0.0431704500006162,10
151,"Connectionist Bench (Sonar, Mines vs. Rocks)",RandomFuzzyRules__n_candidates__100000,0.7114285714285714,0.3609905799967237,10
151,"Connectionist Bench (Sonar, Mines vs. Rocks)",RandomFuzzyRules__n_candidates__25000,0.7204761904761905,0.10825247999891867,10
151,"Connectionist Bench (Sonar, Mines vs. Rocks)",RandomFuzzyRules__n_candidates__5000,0.7497619047619047,0.02172785000002474,10
151,"Connectionist Bench (Sonar, Mines vs. Rocks)",RandomFuzzyRules__n_candidates__50000,0.6873809523809523,0.20742655000067312,10
161,Mammographic Mass,RandomFuzzyRules__n_candidates__1000,0.8012993986254295,0.00904692999902177,10
161,Mammographic Mass,RandomFuzzyRules__n_candidates__10000,0.8022981099656358,0.09241687999892743,10
161,Mammographic Mass,RandomFuzzyRules__n_candidates__100000,0.7950279209621993,0.9867140300033498,10
161,Mammographic Mass,RandomFuzzyRules__n_candidates__25000,0.7898410652920962,0.23053451000159836,10
161,Mammographic Mass,RandomFuzzyRules__n_candidates__5000,0.7950493986254296,0.04190134000091344,10
161,Mammographic Mass,RandomFuzzyRules__n_candidates__50000,0.7950279209621993,0.4914699000000837,10
174,Parkinsons,RandomFuzzyRules__n_candidates__1000,0.8357894736842105,0.00546721999562573,10
174,Parkinsons,RandomFuzzyRules__n_candidates__10000,0.8242105263157894,0.042426680000789876,10
174,Parkinsons,RandomFuzzyRules__n_candidates__100000,0.8094736842105263,0.3772416199964937,10
174,Parkinsons,RandomFuzzyRules__n_candidates__25000,0.8144736842105263,0.10614592000201806,10
174,Parkinsons,RandomFuzzyRules__n_candidates__5000,0.8402631578947368,0.021646149997832202,10
174,Parkinsons,RandomFuzzyRules__n_candidates__50000,0.8144736842105263,0.2119757699998445,10
176,Blood Transfusion Service Center,RandomFuzzyRules__n_candidates__1000,0.7646486486486486,0.0088950999997905,10
176,Blood Transfusion Service Center,RandomFuzzyRules__n_candidates__10000,0.770018018018018,0.0897262800004682,10
176,Blood Transfusion Service Center,RandomFuzzyRules__n_candidates__100000,0.7686486486486486,0.736083539998799,10
176,Blood Transfusion Service Center,RandomFuzzyRules__n_candidates__25000,0.765981981981982,0.23780216000013749,10
176,Blood Transfusion Service Center,RandomFuzzyRules__n_candidates__5000,0.7726846846846847,0.04014174000185445,10
176,Blood Transfusion Service Center,RandomFuzzyRules__n_candidates__50000,0.7686306306306306,0.5042977600023733,10
222,Bank Marketing,RandomFuzzyRules__n_candidates__1000,0.8928358015926658,0.1885155599986319,10
222,Bank Marketing,RandomFuzzyRules__n_candidates__10000,0.8929021537019096,1.8154742899962002,10
222,Bank Marketing,RandomFuzzyRules__n_candidates__100000,0.8927030826999189,18.182020580001698,10
222,Bank Marketing,RandomFuzzyRules__n_candidates__25000,0.8927030826999189,4.459472649999952,10
222,Bank Marketing,RandomFuzzyRules__n_candidates__5000,0.8928358015926658,0.9261380399999325,10
222,Bank Marketing,RandomFuzzyRules__n_candidates__50000,0.8927030826999189,9.117807379997975,10
225,ILPD (Indian Liver Patient Dataset),RandomFuzzyRules__n_candidates__1000,0.7014319111630625,0.00869867000001246,10
225,ILPD (Indian Liver Patient Dataset),RandomFuzzyRules__n_candidates__10000,0.6946814728229106,0.05864767000020944,10
225,ILPD (Indian Liver Patient Dataset),RandomFuzzyRules__n_candidates__100000,0.7220923436586791,0.5487887399998727,10
225,ILPD (Indian Liver Patient Dataset),RandomFuzzyRules__n_candidates__25000,0.6860607831677382,0.14755787000030976,10
225,ILPD (Indian Liver Patient Dataset),RandomFuzzyRules__n_candidates__5000,0.698042080654588,0.028956979999202236,10
225,ILPD (Indian Liver Patient Dataset),RandomFuzzyRules__n_candidates__50000,0.7186440677966102,0.2916642699972726,10
264,EEG Eye State,RandomFuzzyRules__n_candidates__1000,0.5710947930574098,0.06752792999905065,10
264,EEG Eye State,RandomFuzzyRules__n_candidates__10000,0.5795727636849132,0.5495832900007371,10
264,EEG Eye State,RandomFuzzyRules__n_candidates__100000,0.5805073431241656,4.841662109999743,10
264,EEG Eye State,RandomFuzzyRules__n_candidates__25000,0.5795727636849132,1.3103709200018785,10
264,EEG Eye State,RandomFuzzyRules__n_candidates__5000,0.5795727636849132,0.26465388000069645,10
264,EEG Eye State,RandomFuzzyRules__n_candidates__50000,0.5802403204272363,2.4490635799986196,10
267,Banknote Authentication,RandomFuzzyRules__n_candidates__1000,0.8928964349941818,0.01138322000042532,10
267,Banknote Authentication,RandomFuzzyRules__n_candidates__10000,0.9343964878874431,0.1150849299985566,10
267,Banknote Authentication,RandomFuzzyRules__n_candidates__100000,0.9526235057653654,0.8978583300005993,10
267,Banknote Authentication,RandomFuzzyRules__n_candidates__25000,0.9526235057653654,0.2967755799953011,10
267,Banknote Authentication,RandomFuzzyRules__n_candidates__5000,0.8863270919284882,0.05044481999793784,10
267,Banknote Authentication,RandomFuzzyRules__n_candidates__50000,0.9526235057653654,0.637511649998487,10
277,Thoracic Surgery Data,RandomFuzzyRules__n_candidates__1000,0.8468085106382979,0.006736299999465641,10
